Rostov,Rostov,1980.??.??,?,"Ehlvest, Jaan","Ryskin, Alexander",,,C91,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Bb5', 'a6'], ['Ba4', 'Nf6'], ['O-O', 'Be7'], ['Re1', 'b5'], ['Bb3', 'd6'], ['c3', 'O-O\n'], ['d4', 'Bg4'], ['Be3', 'exd4'], ['cxd4', 'Na5'], ['Bc2', 'c5'], ['dxc5', 'dxc5'], ['Nbd2', 'Nd7'], ['Qb1', 'Nc6\n'], ['e5', 'h6'], ['Be4', 'Rc8'], ['Bf5', 'Bxf5'], ['Qxf5', 'Nb6'], ['Ne4', 'Qd7'], ['Qh5', 'Nb4'], ['Nf6+', 'gxf6\n'], ['Bxh6', 'Qd3'], ['exf6', 'Bxf6'], ['Ne5', 'Qh7'], ['Re3', 'Bxe5'], ['Rxe5', 'Rc6'], ['Rg5+', 'Rg6'], ['Bxf8', 'Qxh5\n'], ['Rxh5', 'Kxf8'], ['Rxc5', 'Re6'], ['h4', 'Re2'], ['a3', 'Nd3'], ['Rc6', 'Nc4'], ['b3', 'Nce5'], ['Rxa6', 'Rxf2\n'], ['a4', 'Rb2'], ['Rf1', 'Rxb3'], ['a5', 'Ra3'], ['Ra8+', 'Kg7'], ['a6', 'b4'], ['a7', 'b3'], ['Rb8', 'Rxa7\n'], ['Rxb3', 'Ra4'], ['Rd1', 'Rd4'], ['g3', 'Rd6'], ['Kg2', 'Kg6'], ['Ra3', 'f5'], ['Kf1', 'Rd4'], ['Ra6+', 'Kh5\n'], ['Ra5', 'Re4'], ['Rxd3', 'Nxd3'], ['Rxf5+', 'Kg4'], ['Ra5', 'Kh3'], ['Ra1', 'Kxg3'], ['h5', 'Kf3'], ['Rd1', 'Nf4\n'], ['Rd8', 'Nxh5'], ['Rd3+', 'Kg4'], ['Kf2', 'Nf4'], ['Rg3+', 'Kf5']]",1/2-1/2
EU-ch U20,Groningen,1982.??.??,11,"Ehlvest, Jaan","Schandorff, Lars",,,E15,"[['d4', 'Nf6'], ['c4', 'e6'], ['Nf3', 'b6'], ['g3', 'Ba6'], ['b3', 'd5'], ['Bg2', 'Bb4+'], ['Bd2', 'Bxd2+'], ['Nbxd2', 'O-O\n'], ['O-O', 'c5'], ['dxc5', 'bxc5'], ['Qc2', 'Qb6'], ['Ne5', 'Bb7'], ['cxd5', 'exd5'], ['Rac1', 'Na6'], ['Nd3', 'Rfe8\n'], ['Bf3', 'Rac8'], ['a3', 'h6'], ['Rfe1', 'Ne4'], ['Nf4', 'Qd6'], ['Rcd1', 'Qe7'], ['Bg2', 'Nf6'], ['e3', 'Red8\n'], ['e4', 'dxe4'], ['Nxe4', 'Nxe4'], ['Rxd8+', 'Rxd8'], ['Bxe4', 'Bxe4'], ['Rxe4', 'Qd6'], ['Re1', 'g6\n'], ['Qc4', 'Nb8'], ['Re4', 'h5'], ['Ne6', 'Qd1+'], ['Kg2', 'fxe6'], ['Qxe6+', 'Kg7'], ['Qe5+', 'Kg8'], ['Qe6+', 'Kg7\n'], ['Qe7+', 'Kh6'], ['Re5', 'Qd2'], ['g4', '']]",1-0
EU-ch U20,Groningen,1982.??.??,12,"King, Daniel J","Ehlvest, Jaan",,,D90,"[['c4', 'Nf6'], ['Nf3', 'g6'], ['Nc3', 'Bg7'], ['d4', 'd5'], ['cxd5', 'Nxd5'], ['Qb3', 'Nxc3'], ['bxc3', 'c5'], ['e3', 'O-O\n'], ['Be2', 'Nc6'], ['O-O', 'b6'], ['Ba3', 'Na5'], ['Qb2', 'Qc7'], ['Rac1', 'Bb7'], ['Rfd1', 'Rab8'], ['Qc2', 'Rfd8\n'], ['Nd2', 'cxd4'], ['cxd4', 'Qxc2'], ['Rxc2', 'e5'], ['dxe5', 'Bxe5'], ['Rdc1', 'Rbc8'], ['Nf3', 'Bf6\n'], ['Bb4', 'Rxc2'], ['Rxc2', 'Nc6'], ['Bc3', 'Kg7'], ['Kf1', 'Rd5']]",1/2-1/2
EU-ch U20,Groningen,1982.??.??,13,"Ehlvest, Jaan","Gudmundsson, Elvar",,,B38,"[['e4', 'c5'], ['Nf3', 'Nc6'], ['d4', 'cxd4'], ['Nxd4', 'g6'], ['c4', 'Bg7'], ['Be3', 'Nf6'], ['Nc3', 'O-O'], ['Be2', 'd6\n'], ['O-O', 'Bd7'], ['Rc1', 'Nxd4'], ['Bxd4', 'Bc6'], ['f3', 'a5'], ['Qd2', 'Nd7'], ['Be3', 'Nc5'], ['b3', 'Kh8\n'], ['Nd5', 'f5'], ['Bg5', 'Bxd5'], ['exd5', 'Qb6'], ['Kh1', 'Rfe8'], ['Rb1', 'e5'], ['Be3', 'f4'], ['Bxc5', 'Qxc5\n'], ['Bd3', 'e4'], ['Bxe4', 'Be5'], ['Qf2', 'b6']]",1/2-1/2
URS-ch sf,Ivano Frankovsk,1982.??.??,?,"Ehlvest, Jaan","Vasiukov, Evgeni",,,A58,"[['d4', 'Nf6'], ['c4', 'c5'], ['d5', 'b5'], ['cxb5', 'a6'], ['bxa6', 'Bxa6'], ['Nc3', 'd6'], ['Nf3', 'g6'], ['g3', 'Bg7\n'], ['Bg2', 'Nbd7'], ['O-O', 'Nb6'], ['Bf4', 'h6'], ['h4', 'Qd7'], ['Re1', 'Ng4'], ['Qc2', 'Qf5'], ['Qb3', 'Rb8\n'], ['Qa3', 'Qc8'], ['Bh3', 'f5'], ['e4', 'O-O'], ['exf5', 'Nc4'], ['Qa4', 'Nxb2'], ['Qa3', 'Ne5'], ['Nxe5', 'dxe5\n'], ['f6', 'Qxh3'], ['fxg7', 'Rxf4'], ['Qxa6', 'Rf3'], ['Qxg6', 'Nd3'], ['Re2', 'Nxf2'], ['Qe6+', 'Qxe6\n'], ['dxe6', 'Rxc3'], ['Kxf2', 'Kxg7'], ['Rxe5', '']]",1/2-1/2
URS-ch sf,Ivano Frankovsk,1982.??.??,?,"Mikhalchishin, Adrian","Ehlvest, Jaan",,,E60,"[['Nf3', 'Nf6'], ['c4', 'g6'], ['g3', 'Bg7'], ['Bg2', 'O-O'], ['d4', 'd6'], ['O-O', 'Nbd7'], ['Qc2', 'c5'], ['Nc3', 'a6\n'], ['Rd1', 'Rb8'], ['b3', 'b5'], ['cxb5', 'axb5'], ['Bb2', 'Bb7'], ['dxc5', 'Nxc5'], ['b4', 'Ne6'], ['Rac1', 'Qb6\n'], ['e3', 'Bc6'], ['Qe2', 'Qb7'], ['h4', 'Rfc8'], ['Nb1', 'Bd5'], ['Nc3', 'Bc6'], ['Nb1', 'Qa8'], ['a3', 'Bb7\n'], ['Ne1', 'Bxg2'], ['Nxg2', 'Qb7'], ['Ne1', 'h6'], ['Nd2', 'g5'], ['Ndf3', 'Rxc1'], ['Rxc1', 'Qe4'], ['hxg5', 'hxg5\n'], ['Nd2', 'Qh7'], ['Nef3', 'Ng4'], ['Nf1', 'Bxb2'], ['Qxb2', 'Qh3'], ['N1h2', 'Nf6'], ['Qe2', 'Kg7'], ['Qf1', 'Qf5\n'], ['Rd1', 'Rh8'], ['Qd3', 'Qh3'], ['Qf1', 'Qf5'], ['Qg2', 'Rc8']]",0-1
URS-ch sf,Ivano Frankovsk,1982.??.??,?,"Ehlvest, Jaan","Kakageldyev, Amanmurad",,,B09,"[['e4', 'g6'], ['d4', 'd6'], ['Nc3', 'Bg7'], ['f4', 'c6'], ['Nf3', 'Nf6'], ['Bd3', 'O-O'], ['O-O', 'b5'], ['e5', 'dxe5\n'], ['fxe5', 'Nd5'], ['Nxd5', 'Qxd5'], ['Qe1', 'f6'], ['Qh4', 'fxe5'], ['Be4', 'Qd7'], ['h3', 'Rxf3'], ['Rxf3', 'Qxd4+\n'], ['Be3', 'Qd6'], ['Bg5', 'Be6'], ['Bxe7', 'Qd4+'], ['Kh1', 'Bd5'], ['Re1', 'Bxe4'], ['Rxe4', 'Qd1+'], ['Re1', 'Qd4\n'], ['Re4', 'Qd1+'], ['Kh2', 'Qxc2'], ['Bf6', 'Bf8'], ['Qg4', '']]",1-0
URS-ch sf,Ivano Frankovsk,1982.??.??,?,"Ehlvest, Jaan","Gorelov, Sergey G",,,D43,"[['d4', 'd5'], ['c4', 'c6'], ['Nf3', 'Nf6'], ['Nc3', 'e6'], ['Bg5', 'h6'], ['Bxf6', 'Qxf6'], ['Qc2', 'Nd7'], ['e4', 'dxe4\n'], ['Qxe4', 'Bd6'], ['Bd3', 'c5'], ['d5', 'Ne5'], ['Nxe5', 'Bxe5'], ['O-O', 'Bxc3'], ['bxc3', 'Qxc3'], ['dxe6', 'Bxe6\n'], ['Qxb7', 'O-O'], ['Qe4', 'g6']]",1/2-1/2
URS-ch sf,Ivano Frankovsk,1982.??.??,?,"Dydyshko, Viacheslav","Ehlvest, Jaan",,,D88,"[['d4', 'Nf6'], ['c4', 'g6'], ['Nc3', 'd5'], ['cxd5', 'Nxd5'], ['e4', 'Nxc3'], ['bxc3', 'Bg7'], ['Bc4', 'c5'], ['Ne2', 'O-O\n'], ['O-O', 'Nc6'], ['Be3', 'cxd4'], ['cxd4', 'Na5'], ['Bb5', 'Bd7'], ['Qa4', 'Nc6'], ['Qb3', 'Na5'], ['Qb4', 'Bxb5\n'], ['Qxb5', 'a6'], ['Qb4', 'b5'], ['Rfd1', 'Rc8'], ['Rac1', 'Rc4'], ['Rxc4', 'Nxc4'], ['Bg5', 'f6'], ['Bh4', 'Qd7\n'], ['h3', 'e6'], ['a4', 'g5'], ['Bg3', 'f5'], ['axb5', 'Qxb5'], ['Qxb5', 'axb5'], ['exf5', 'exf5'], ['Be5', 'Nxe5\n'], ['dxe5', 'Re8'], ['Rb1', 'Rxe5'], ['Nd4', 'b4'], ['Rxb4', 'Re1+'], ['Kh2', 'Be5+'], ['g3', 'Re4'], ['Nc6', 'Rxb4']]",1/2-1/2
URS-ch sf,Ivano Frankovsk,1982.??.??,?,"Petrosian, Arshak B","Ehlvest, Jaan",,,A61,"[['d4', 'Nf6'], ['c4', 'e6'], ['Nf3', 'c5'], ['d5', 'exd5'], ['cxd5', 'd6'], ['Nc3', 'g6'], ['Nd2', 'Bg7'], ['Nc4', 'O-O\n'], ['Bf4', 'Na6'], ['e3', 'Ne8'], ['Qd2', 'Nac7'], ['a4', 'b6'], ['Be2', 'Ba6'], ['O-O', 'f5'], ['Bg3', 'Qe7\n'], ['Rfe1', 'Rd8'], ['Rad1', 'Nf6'], ['b3', 'Bb7'], ['Bh4', 'h6'], ['f4', 'Rde8'], ['Bf3', 'Qd7'], ['e4', 'fxe4\n'], ['Nxe4', 'Nxe4'], ['Rxe4', 'Rxe4'], ['Bxe4', 'Kh7'], ['Rf1', 'Bd4+'], ['Bf2', 'Bxf2+'], ['Rxf2', 'Rf6\n'], ['Qd3', 'Ba6'], ['f5', 'g5'], ['Qc3', 'Qe7'], ['Nd2', 'Kg8'], ['h4', 'Kf8'], ['Qg3', 'gxh4'], ['Qxh4', 'Ne8\n'], ['Bc2', 'Qe1+'], ['Kh2', 'Qe5+'], ['g3', 'Ng7'], ['Ne4', 'Rxf5'], ['Qd8+', 'Kf7']]",1-0
URS-ch sf,Ivano Frankovsk,1982.??.??,?,"Salov, Valery","Ehlvest, Jaan",,,D40,"[['d4', 'Nf6'], ['c4', 'e6'], ['Nf3', 'c5'], ['e3', 'd5'], ['Nc3', 'Nc6'], ['a3', 'a6'], ['cxd5', 'exd5'], ['Be2', 'c4\n'], ['b3', 'cxb3'], ['Qxb3', 'b5'], ['Ne5', 'Na5'], ['Qa2', 'Bd6'], ['O-O', 'O-O'], ['f4', 'Bb7'], ['Bf3', 'Rc8\n'], ['Bd2', 'Nc4'], ['Nxc4', 'Rxc4'], ['a4', 'Qe7'], ['Rfc1', 'Bb4'], ['Nd1', 'Rxc1'], ['Bxc1', 'Bd6'], ['axb5', 'axb5\n'], ['Qb3', 'b4'], ['Bd2', 'Rb8'], ['Nf2', 'Bc6'], ['Nd3', 'Ne4'], ['Bxe4', 'dxe4'], ['Ne5', 'Bxe5'], ['fxe5', 'Qe6\n'], ['Qxe6', 'fxe6'], ['Rb1', 'b3'], ['Bc3', 'Kf7'], ['Bb2', 'Bb5'], ['Kf2', 'Ke8'], ['Rc1', 'Kd7'], ['h4', 'Bd3\n'], ['Ra1', 'Rc8'], ['Rc1', 'Rf8+'], ['Kg3', 'Rf7'], ['Rc3', 'Bc2']]",1/2-1/2
WchT U26,Chicago,1983.??.??,?,"Ehlvest, Jaan","Muir, Andrew J",,,B89,"[['e4', 'c5'], ['Nf3', 'Nc6'], ['d4', 'cxd4'], ['Nxd4', 'Nf6'], ['Nc3', 'd6'], ['Bc4', 'e6'], ['Be3', 'a6'], ['Qe2', 'Qc7\n'], ['O-O-O', 'Be7'], ['Bb3', 'O-O'], ['Rhg1', 'Na5'], ['g4', 'b5'], ['g5', 'Nxb3+'], ['axb3', 'Nd7'], ['h4', 'Nc5\n'], ['h5', 'b4'], ['Na4', 'Bd7'], ['Kb1', 'Rac8'], ['g6', 'fxg6'], ['hxg6', 'hxg6'], ['Rxg6', 'Bf6'], ['Rdg1', 'Rf7\n'], ['f4', 'Bxa4'], ['bxa4', 'Nxa4'], ['Qh2', 'Qc4'], ['Rh6', 'Kf8'], ['Rh8+', 'Ke7'], ['Rxc8', 'Qxc8'], ['e5', 'Nxb2\n'], ['exf6+', 'gxf6'], ['Kxb2', 'Qc3+'], ['Kb1', 'Qxe3'], ['Qh1', 'f5'], ['Nxf5+', 'Rxf5'], ['Qb7+', '']]",1-0
WchT U26,Chicago,1983.??.??,?,"Ehlvest, Jaan","Levacic, Damir",,,B57,"[['e4', 'c5'], ['Nf3', 'd6'], ['d4', 'cxd4'], ['Nxd4', 'Nf6'], ['Nc3', 'Nc6'], ['Bc4', 'Qb6'], ['Nb3', 'e6'], ['O-O', 'Be7\n'], ['a4', 'O-O'], ['Be2', 'Qc7'], ['a5', 'Nb4'], ['Ra4', 'd5'], ['exd5', 'exd5'], ['Bg5', '']]",1/2-1/2
WchT U26,Chicago,1983.??.??,?,"Ehlvest, Jaan","Kraehenbuehl, Gerhard",,,E70,"[['d4', 'Nf6'], ['c4', 'g6'], ['Nc3', 'Bg7'], ['e4', 'O-O'], ['f3', 'c5'], ['dxc5', 'b6'], ['Be3', 'bxc5'], ['Bxc5', 'Nc6\n'], ['Qd2', 'Qa5'], ['Be3', 'Rb8'], ['Nge2', 'Ba6'], ['Nd4', 'Nxd4'], ['Bxd4', 'Rfc8'], ['e5', 'Ne8'], ['Nb5', 'Qxd2+\n'], ['Kxd2', 'Bxb5'], ['cxb5', 'Rc7'], ['Bd3', 'd6'], ['exd6', 'Nxd6'], ['Bxg7', 'Kxg7'], ['a4', 'a6'], ['Rhc1', 'Ra7\n'], ['bxa6', 'Rxb2+'], ['Rc2', 'Rxc2+'], ['Kxc2', 'Kf6'], ['Kb3', 'Ke6'], ['Bb5', 'Rc7'], ['Rd1', 'h5'], ['Kb4', 'h4\n'], ['Ka5', 'Nc8'], ['Rd8', 'g5'], ['Bd7+', 'Rxd7'], ['Rxc8', '']]",1-0
WchT U26,Chicago,1983.??.??,?,"Kivisto, Mikko","Ehlvest, Jaan",,,B40,"[['e4', 'c5'], ['b3', 'e6'], ['Bb2', 'Nf6'], ['e5', 'Nd5'], ['Nf3', 'Be7'], ['c4', 'Nf4'], ['g3', 'Ng6'], ['Bg2', 'O-O\n'], ['O-O', 'Nc6'], ['Qe2', 'f6'], ['exf6', 'Bxf6'], ['Bxf6', 'Qxf6'], ['Nc3', 'd6'], ['Rad1', 'e5'], ['Nd5', 'Qd8\n'], ['Qe3', 'h6'], ['Ne1', 'Nd4'], ['Kh1', 'Bg4'], ['f3', 'Be6'], ['f4', 'Bg4'], ['Rb1', 'Qd7'], ['Be4', 'exf4\n'], ['gxf4', 'Rae8'], ['d3', 'Nh4'], ['Qg3', 'Be2'], ['Rf2', 'Qd8'], ['Ng2', 'Nhf5'], ['Qh3', 'g6'], ['Nge3', 'Nxe3\n'], ['Qxe3', 'Bh5'], ['Rg1', 'Nf5'], ['Qh3', 'Kh8'], ['Rfg2', 'Nh4'], ['Rxg6', 'Bxg6'], ['Rxg6', 'Rxe4'], ['dxe4', 'Nxg6\n'], ['Qxh6+', 'Kg8'], ['Qxg6+', 'Kh8'], ['Qh6+', 'Kg8'], ['Qg6+', 'Kh8'], ['Qh6+', 'Kg8'], ['f5', 'Rf7'], ['h4', 'Qf8\n'], ['Qg6+', 'Kh8'], ['h5', 'Rg7'], ['Qh6+', 'Kg8'], ['Qe6+', 'Kh7'], ['f6', 'Rg8'], ['Qf5+', 'Kh6'], ['f7', 'Rg7\n'], ['Nf6', 'Qd8'], ['f8=Q', '']]",1-0
Keres mem,Tallinn,1983.??.??,1,"Psakhis, Lev","Ehlvest, Jaan",,,E48,"[['d4', 'Nf6'], ['c4', 'e6'], ['Nc3', 'Bb4'], ['e3', 'O-O'], ['Bd3', 'd5'], ['Ne2', 'b6'], ['a3', 'Be7'], ['cxd5', 'exd5\n'], ['b4', 'a6'], ['O-O', 'Re8'], ['Rb1', 'Bf8'], ['Qc2', 'Nbd7'], ['Nxd5', 'Nxd5'], ['Qc6', 'Nxb4'], ['axb4', 'Rb8\n'], ['Qc2', 'h6'], ['e4', 'Bb7'], ['Bd2', 'Rc8'], ['e5', 'Rb8'], ['Nf4', 'b5'], ['Bf5', 'Nb6'], ['e6', 'Bd5'], ['Rfe1', 'Nc4\n'], ['Nxd5', 'Qxd5'], ['Be4', 'Qd6'], ['Bh7+', 'Kh8'], ['exf7', 'Rxe1+'], ['Rxe1', 'Nxd2'], ['Bg8', 'g6\n'], ['Qxd2', 'Rb6'], ['Re8', 'Kg7'], ['Qe3', 'Qxb4'], ['g4', 'Rf6'], ['h4', 'Qd6'], ['h5', 'Qf4'], ['g5', 'Qg4+\n'], ['Qg3', 'Qd1+'], ['Kg2', 'Rf5'], ['gxh6+', 'Kh8'], ['Rxf8', '']]",1-0
Keres mem,Tallinn,1983.??.??,2,"Schussler, Harry","Ehlvest, Jaan",,,E60,"[['Nf3', 'Nf6'], ['c4', 'g6'], ['b3', 'Bg7'], ['Bb2', 'O-O'], ['g3', 'd6'], ['d4', 'c6'], ['Bg2', 'Re8'], ['O-O', 'Qa5\n'], ['Nc3', 'Qh5'], ['Qc2', 'Na6'], ['Rfe1', 'e5'], ['dxe5', 'dxe5'], ['Nd2', 'Ng4'], ['h3', 'Nh6'], ['g4', 'Qh4\n'], ['Nce4', 'Qe7'], ['c5', 'f5'], ['gxf5', 'Nxf5'], ['Rad1', 'Nh4'], ['Qc3', 'Nxg2'], ['Kxg2', 'Be6'], ['Nd6', 'Rf8\n'], ['N2e4', 'Nc7'], ['Qg3', 'Nd5'], ['e3', 'Bf5'], ['Nd2', 'Bc2'], ['Rc1', 'Bd3'], ['N2c4', 'Bf6'], ['f3', 'e4\n'], ['Nxe4', 'Bxb2'], ['Nxb2', 'Rxf3'], ['Kxf3', 'Bxe4+'], ['Ke2', 'Re8'], ['Nc4', 'Qf6'], ['Rf1', 'Bf5\n'], ['Kd2', '']]",0-1
Keres mem,Tallinn,1983.??.??,3,"Ehlvest, Jaan","Oll, Lembit",,,E18,"[['d4', 'Nf6'], ['c4', 'e6'], ['Nf3', 'b6'], ['g3', 'Bb7'], ['Bg2', 'Be7'], ['O-O', 'O-O'], ['Nc3', 'Ne4'], ['Bd2', 'd6\n'], ['d5', 'Nxd2'], ['Nxd2', 'c6'], ['Rc1', 'exd5'], ['cxd5', 'c5'], ['f4', 'Bf6'], ['e3', 'Na6'], ['Nde4', 'Nc7\n'], ['Nxf6+', 'Qxf6'], ['a3', 'Rfe8'], ['Re1', 'a6'], ['Qc2', 'Nb5'], ['Qb3', 'Nxc3'], ['bxc3', 'b5'], ['e4', 'Rab8\n'], ['Re3', 'Qd8'], ['c4', 'Qf6'], ['Rd1', 'Bc8'], ['cxb5', 'Rxb5'], ['Qa4', 'Bg4'], ['e5', 'dxe5'], ['fxe5', 'Qh6\n'], ['Rde1', 'Bh3'], ['Bxh3', 'Qxh3'], ['Qxa6', 'Rb2'], ['R3e2', 'Rb3'], ['Qa4', 'Reb8'], ['e6', 'fxe6'], ['dxe6', 'Qh5\n'], ['e7', 'Qe8'], ['Qc4+', 'Kh8'], ['Rf2', '']]",1-0
Keres mem,Tallinn,1983.??.??,4,"Vaganian, Rafael A","Ehlvest, Jaan",,,E49,"[['d4', 'Nf6'], ['c4', 'e6'], ['Nc3', 'Bb4'], ['e3', 'c5'], ['Bd3', 'Nc6'], ['Ne2', 'd5'], ['a3', 'dxc4'], ['Bxc4', 'Bxc3+\n'], ['bxc3', 'O-O'], ['O-O', 'e5'], ['Bb2', 'Be6'], ['Bxe6', 'fxe6'], ['Qb3', 'Qd5'], ['Qa2', 'Qxa2'], ['Rxa2', 'Rac8\n'], ['Ba1', 'Na5'], ['dxe5', 'Ng4'], ['c4', 'Nxc4'], ['a4', 'Rcd8'], ['Nf4', 'Rfe8'], ['h3', 'Nh6'], ['Rc1', 'Na5\n'], ['Rb1', 'b6'], ['Bc3', 'Nc4'], ['a5', 'Rb8'], ['axb6', 'axb6'], ['Ra7', 'Nf7'], ['Rd1', 'Red8'], ['Rda1', 'Re8\n'], ['Rc7', 'Rec8'], ['Rxc8+', 'Rxc8'], ['Nxe6', 'Ncxe5'], ['Ra7', 'Re8'], ['Bxe5', 'Nxe5'], ['Nxg7', 'Rd8\n'], ['Nh5', 'Rd6'], ['f4', 'Nc6'], ['Ra8+', 'Kf7'], ['Ng3', 'c4'], ['Ne4', 'Rd1+'], ['Kf2', 'b5'], ['Rc8', '']]",1-0
Keres mem,Tallinn,1983.??.??,5,"Ehlvest, Jaan","Szekely, Peter",,,A69,"[['d4', 'Nf6'], ['c4', 'g6'], ['Nc3', 'Bg7'], ['e4', 'd6'], ['f4', 'O-O'], ['Nf3', 'c5'], ['d5', 'e6'], ['Be2', 'exd5'], ['cxd5', 'Nbd7\n'], ['O-O', 'Re8'], ['Nd2', 'a6'], ['a4', 'c4'], ['Kh1', 'Nc5'], ['Bf3', 'Bd7'], ['e5', 'dxe5'], ['fxe5', 'Rxe5\n'], ['Nxc4', 'Re8'], ['Bf4', 'Nfe4'], ['Nxe4', 'Nxe4'], ['Rc1', 'Rc8'], ['Bxe4', 'Rxe4'], ['Nd6', 'Rxf4\n'], ['Rxf4', 'Rxc1'], ['Qxc1', 'Bh6'], ['Nxf7', 'Bxf4'], ['Qxf4', 'Qf8'], ['Nh6+', 'Kg7'], ['Qc1', 'Qd6\n'], ['h3', 'Qxd5'], ['Ng4', 'Bxg4'], ['hxg4', 'Kf6'], ['Qc7', 'Qd1+'], ['Kh2', 'Qxg4'], ['Qxb7', 'Qh4+'], ['Kg1', 'Qe1+\n'], ['Kh2', 'Qh4+'], ['Kg1', 'Qxa4'], ['Qxh7', 'Qd1+'], ['Kf2', 'Qd2+'], ['Kf3', 'Qd3+'], ['Kf2', '']]",1/2-1/2
Keres mem,Tallinn,1983.??.??,6,"Abramovic, Bosko","Ehlvest, Jaan",,,B83,"[['e4', 'c5'], ['Nf3', 'e6'], ['d4', 'cxd4'], ['Nxd4', 'Nf6'], ['Nc3', 'd6'], ['Be2', 'Be7'], ['O-O', 'Nc6'], ['Be3', 'Bd7\n'], ['Ndb5', 'Qb8'], ['a4', 'O-O'], ['f4', 'Rd8'], ['Bf3', 'Nb4'], ['Qe2', 'e5'], ['Rad1', 'h6'], ['Rd2', 'Be6\n'], ['Rfd1', 'a6'], ['Na3', 'exf4'], ['Bxf4', 'Qc7'], ['h3', 'Rac8'], ['Kh1', 'Nc6'], ['Nc4', 'Ne5'], ['Ne3', 'Qb6\n'], ['Ncd5', 'Bxd5'], ['exd5', 'Ng6'], ['Bh2', 'Qxb2'], ['c4', 'Qa3'], ['Rb1', 'Rb8'], ['Ra2', 'Qc5'], ['Rab2', 'Qc8\n'], ['Rb6', 'Ne5'], ['Bg4', 'Nfxg4'], ['hxg4', 'g6'], ['Bxe5', 'dxe5'], ['Qd3', 'Bg5'], ['Rf1', 'Qc7'], ['c5', 'Bxe3\n'], ['Qxe3', 'Rxd5'], ['Qxh6', 'Rd7'], ['Rb3', 'f6'], ['Rh3', 'Rh7'], ['Qxg6+', 'Qg7'], ['Rxf6', 'Qxg6'], ['Rxg6+', 'Rg7\n'], ['Rgh6', 'Re8'], ['c6', 'bxc6'], ['Rxc6', 'e4'], ['Re3', 'Rxg4'], ['Kh2', 'Kf7'], ['Kh3', 'Rg5'], ['g4', 'Rd5\n'], ['Kg3', 'Rd1'], ['Rxa6', '']]",1/2-1/2
Keres mem,Tallinn,1983.??.??,7,"Ehlvest, Jaan","Petrosian, Tigran V",,,D17,"[['d4', 'd5'], ['c4', 'dxc4'], ['Nf3', 'Nf6'], ['Nc3', 'c6'], ['a4', 'Bf5'], ['Ne5', 'e6'], ['f3', 'Bb4'], ['e4', 'Bxe4\n'], ['fxe4', 'Nxe4'], ['Qf3', 'Qxd4'], ['Qxf7+', 'Kd8'], ['Bg5+', 'Kc8'], ['Qxe6+', 'Nd7'], ['Qxd7+', 'Qxd7\n'], ['Nxd7', 'Nxc3'], ['bxc3', 'Bxc3+'], ['Kd1', 'Bxa1'], ['Nc5', 'b6'], ['Ne6', 'b5'], ['Be2', '']]",1/2-1/2
Keres mem,Tallinn,1983.??.??,8,"Karner, Hillar","Ehlvest, Jaan",,,A48,"[['d4', 'Nf6'], ['Nf3', 'g6'], ['Bg5', 'Bg7'], ['Nbd2', 'd6'], ['e4', 'h6'], ['Bh4', 'O-O'], ['c3', 'c5'], ['dxc5', 'dxc5\n'], ['Qc2', 'Nh5'], ['Nc4', 'Nc6'], ['Ne3', 'Be6'], ['g4', 'Nf6'], ['h3', 'Qa5'], ['Nd2', 'b5'], ['Bg2', 'Rad8\n'], ['O-O', 'c4'], ['a4', 'a6'], ['axb5', 'Qxb5'], ['Rfd1', 'h5'], ['g5', 'Nh7'], ['Nd5', 'Bxd5'], ['exd5', 'Ne5\n'], ['Bg3', 'h4'], ['Bxe5', 'Bxe5'], ['Qe4', 'Bg7'], ['Nxc4', 'Nxg5'], ['Qxh4', 'Bf6'], ['Qg4', 'Rc8'], ['Bf1', 'Qb7\n'], ['h4', 'Nh7'], ['h5', 'Kh8'], ['h6', 'Rc5'], ['Rd2', 'e6'], ['Nd6', 'Qb3'], ['Ra3', 'Qb8'], ['Ne4', 'Rcc8\n'], ['Rxa6', 'Be5'], ['Qg2', 'Bf4'], ['Re2', 'exd5'], ['Ng3', 'd4'], ['cxd4', 'Rc1'], ['Re7', 'Bxg3'], ['fxg3', 'Qb4\n'], ['Qe4', 'Qc4'], ['Qe5+', 'f6'], ['Qe2', 'Qxd4+'], ['Kh2', 'Ng5'], ['Raa7', 'f5'], ['Rad7', 'Qf6'], ['Re8', 'Ne4\n'], ['Rxf8+', 'Qxf8'], ['Qe3', 'Rxf1'], ['Qd4+', 'Qf6'], ['Qc4', 'Rf2+'], ['Kg1', 'Rxb2'], ['Rd8+', 'Qxd8']]",0-1
