Vienna,Vienna,1910.??.??,?,"Levenfish, Grigory","List, Paul",,,C83,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Bb5', 'a6'], ['Ba4', 'Nf6'], ['O-O', 'Nxe4'], ['d4', 'b5'], ['Bb3', 'd5'], ['dxe5', 'Be6\n'], ['c3', 'Be7'], ['Nbd2', 'Bg4'], ['Qe1', 'Nc5'], ['Bc2', 'Qd7'], ['Nd4', 'Nxd4'], ['cxd4', 'Ne6'], ['Nb3', 'c5\n'], ['f4', 'c4'], ['f5', 'cxb3'], ['fxe6', 'fxe6'], ['axb3', 'Qc6'], ['Bd3', 'g6'], ['Qg3', 'Bf5'], ['Bxf5', 'exf5\n'], ['Bh6', 'g5'], ['Bg7', 'Rg8'], ['Bf6', 'Bxf6'], ['Rac1', 'Qb6'], ['exf6', 'Qxd4+'], ['Kh1', 'Qxf6'], ['Rc7', 'Rg7\n'], ['Rxg7', 'Qxg7']]",1-0
Karlsbad,Karlsbad,1911.??.??,?,"Levenfish, Grigory","Kostic, Boris",,,D55,"[['d4', 'd5'], ['c4', 'e6'], ['Nc3', 'Nf6'], ['Nf3', 'Be7'], ['Bg5', 'O-O'], ['e3', 'Ne4'], ['Bxe7', 'Qxe7'], ['Bd3', 'Nxc3\n'], ['bxc3', 'Nd7'], ['Qc2', 'h6'], ['O-O', 'c5'], ['e4', 'dxe4'], ['Bxe4', 'Nf6'], ['Rab1', 'Rb8'], ['Ne5', 'Qc7\n'], ['Bf3', 'Nd7'], ['Rfe1', 'Nxe5'], ['Rxe5', 'b6'], ['Rbe1', 'cxd4'], ['cxd4', 'Ba6'], ['c5', 'bxc5'], ['Rxc5', 'Qb6\n'], ['h3', 'Qb4'], ['Qc3', 'Qxc3'], ['Rxc3', 'Rb2'], ['d5', 'Rxa2'], ['dxe6', 'fxe6'], ['Rxe6', 'Ra1+'], ['Kh2', 'Ra5\n'], ['Rc7', 'Rf4'], ['Rxa7', 'Rfa4'], ['Re8+', 'Kh7'], ['Rea8', 'h5'], ['Be2', 'Bxe2'], ['Rxa5', 'Rf4'], ['Re5', 'Bd3\n'], ['Rxh5+', 'Kg6'], ['Rd5', '']]",1-0
Karlsbad,Karlsbad,1911.??.??,?,"Levenfish, Grigory","Leonhardt, Paul Saladin",,,C77,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Bb5', 'a6'], ['Ba4', 'Nf6'], ['Qe2', 'b5'], ['Bb3', 'Be7'], ['a4', 'Rb8'], ['axb5', 'axb5\n'], ['Nc3', 'O-O'], ['O-O', 'd6'], ['h3', 'b4'], ['Nd5', 'Nxd5'], ['Bxd5', 'Nd4'], ['Nxd4', 'exd4'], ['Qc4', 'c5\n'], ['Ra7', 'Bd7'], ['d3', 'b3'], ['cxb3', 'Bb5'], ['Qc2', 'Bf6'], ['Bd2', 'Qb6'], ['Rfa1', 'g6'], ['b4', 'cxb4\n'], ['Qb3', 'Be8'], ['R7a6', 'Qc5'], ['Rc1', 'Qb5'], ['Ra7', 'Kg7'], ['Bf4', 'Rb6'], ['g4', 'Bd8'], ['Bc4', 'Qc6\n'], ['Bxf7', 'Qxc1+'], ['Bxc1', 'Bxf7'], ['Bh6+', 'Kg8'], ['Qa4', 'Be8'], ['Rg7+', 'Kh8'], ['Qa7', '']]",1-0
Karlsbad,Karlsbad,1911.??.??,?,"Levenfish, Grigory","Rotlewi, Georg A",,,D40,"[['d4', 'd5'], ['c4', 'e6'], ['Nc3', 'c5'], ['e3', 'Nf6'], ['Nf3', 'Nc6'], ['a3', 'Bd6'], ['dxc5', 'Bxc5'], ['b4', 'Bd6\n'], ['Bb2', 'O-O'], ['cxd5', 'exd5'], ['Nb5', 'Be7'], ['Nbd4', 'Ne4'], ['Be2', 'a5'], ['b5', 'Nxd4'], ['Nxd4', 'Bf6\n'], ['O-O', 'Bd7'], ['Rc1', 'a4'], ['Qd3', 'Qb6'], ['Rc2', 'Nd6'], ['Rfc1', 'Nc4'], ['Bf3', 'Rac8'], ['Ba1', 'Qd6\n'], ['Rd1', 'Ne5'], ['Qe2', 'Nxf3+'], ['Qxf3', 'Rxc2'], ['Nxc2', 'Bxa1'], ['Nxa1', 'Rc8'], ['h3', 'Bxb5\n'], ['Qf5', 'Qe6'], ['Qb1', 'Qc6'], ['Kh2', 'g6'], ['Qb2', 'Ba6'], ['Qd4', 'Qd6+'], ['g3', 'Qxa3'], ['h4', 'Be2\n'], ['Rb1', 'Bf3'], ['Qf4', 'Qa2'], ['Rf1', 'Qe2']]",0-1
Karlsbad,Karlsbad,1911.??.??,?,"Levenfish, Grigory","Tartakower, Saviely",,,C60,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Bb5', 'Nge7'], ['Nc3', 'g6'], ['d4', 'Bg7'], ['Bg5', 'f6'], ['Be3', 'a6'], ['Ba4', 'b5\n'], ['Bb3', 'd6'], ['Nd5', 'Na5'], ['dxe5', 'dxe5'], ['Bh6', 'Kf8'], ['Be3', 'Nxb3'], ['axb3', 'Nxd5'], ['exd5', 'Kf7\n'], ['O-O', 'Bb7'], ['c4', 'Qd6'], ['Qc2', 'c6'], ['c5', 'Qxd5'], ['Rad1', 'Qe6'], ['Rd6', 'Qe7'], ['b4', 'Rhd8\n'], ['Qb3+', 'Kf8'], ['Rfd1', 'Rxd6'], ['cxd6', 'Qd7'], ['Bc5', 'Bh6'], ['Qc3', 'Re8'], ['h3', 'Bc8'], ['Ne1', 'Re6\n'], ['Nc2', 'Ke8'], ['Na1', 'Bf8'], ['Qd2', 'e4'], ['Nb3', 'Re5'], ['Qe3', 'Kf7'], ['Rd4', 'Rd5'], ['Qxe4', 'Qe6\n'], ['Qxe6+', 'Bxe6'], ['Rxd5', 'cxd5'], ['Nd4', 'Bh6'], ['Kf1', 'Bc8'], ['Ke2', 'Ke8'], ['Nc6', 'Kd7'], ['Ne7', 'Bb7\n'], ['g3', 'Bc1'], ['b3', 'Ke6'], ['Kd3', 'Ba3'], ['f4', 'a5'], ['f5+', 'gxf5'], ['Nxf5', 'axb4'], ['Kc2', 'Bc8\n'], ['g4', 'Bd7'], ['Bd4', 'Kf7'], ['Nh6+', 'Ke6'], ['Nf5', 'Kf7'], ['Ne3', 'Ke6'], ['Nf5', 'Kf7'], ['Kd2', 'h5\n'], ['Nh6+', 'Ke6'], ['gxh5', 'Kxd6'], ['Ng4', 'Bf5'], ['h6', 'Ke6'], ['Nxf6', 'Kf7'], ['Nxd5', 'Bb1'], ['Nf4', 'Kg8\n'], ['Nd3', 'Kh7'], ['Bg7', 'Kg6'], ['h4', 'Kh7'], ['h5', 'Kg8'], ['Bd4', 'Kh7'], ['Bg7', 'Kg8'], ['Nf4', 'Be4\n'], ['Ne6', 'Bf3'], ['Nf4', 'Be4'], ['Ng6', 'Bc1+']]",1/2-1/2
Karlsbad,Karlsbad,1911.??.??,?,"Levenfish, Grigory","Vidmar, Milan Sr",,,C50,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Nc3', 'Nf6'], ['Bc4', 'Bc5'], ['d3', 'd6'], ['Be3', 'Bb6'], ['Qd2', 'Be6'], ['Bb3', 'Ba5\n'], ['O-O', 'O-O'], ['Bg5', 'Nd4'], ['Kh1', 'c6'], ['Qc1', 'Bxb3'], ['axb3', 'Bxc3'], ['bxc3', 'Ne6'], ['Nh4', 'Nxg5\n'], ['Qxg5', 'h6'], ['Qe3', 'Ng4'], ['Qg3', 'Qg5'], ['f4', 'exf4'], ['Rxf4', 'Ne5'], ['Nf5', 'Qxg3'], ['Nxg3', 'Ng6\n'], ['Rf2', 'Ne7'], ['h4', 'a6'], ['Kh2', 'Rad8'], ['Re1', 'f6'], ['Nh5', 'Ng6'], ['Kh3', 'Rfe8'], ['Ng3', 'Rd7\n'], ['h5', 'Nf8'], ['Rf5', 'Ne6'], ['Ref1', 'Nc7'], ['R1f2', 'Rde7'], ['c4', 'Rd7'], ['Ra5', 'b6'], ['Ra1', 'd5\n'], ['cxd5', 'cxd5'], ['exd5', 'Rxd5'], ['Rf5', 'a5'], ['b4', 'axb4'], ['Ra7', 'Re3'], ['Rxd5', 'Nxd5'], ['Kg4', 'b3\n'], ['cxb3', 'Rxd3'], ['Nf5', 'Ne3+'], ['Nxe3', 'Rxe3'], ['Rb7', 'Rxb3'], ['Rb8+', 'Kh7'], ['Kf4', 'Rb1\n'], ['g4', 'Rb5'], ['Rb7', 'Rb1'], ['Rb8', 'Rf1+'], ['Ke4', 'Rb1'], ['Kf4', 'b5'], ['Kg3', 'b4'], ['Kg2', 'b3\n'], ['Kf2', 'g5'], ['Kg2', 'Kg7'], ['Rb7+', 'Kf8'], ['Kh2', 'Ke8'], ['Kg2', 'Kd8'], ['Kh2', 'Kc8'], ['Rb4', 'Kc7\n'], ['Kg2', 'Kc6'], ['Rb8', 'Kd5'], ['Rb7', 'Kc4'], ['Rc7+', 'Kd3'], ['Rb7', 'Kc3'], ['Rc7+', 'Kb2'], ['Rc6', 'Rc1\n'], ['Rxf6', 'Rc4'], ['Rxh6', 'Kc2'], ['Rb6', 'b2'], ['Rxb2+', 'Kxb2'], ['Kf3', 'Rf4+']]",0-1
Karlsbad,Karlsbad,1911.??.??,?,"Marshall, Frank James","Levenfish, Grigory",,,C66,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Nc3', 'Nf6'], ['Bb5', 'd6'], ['d4', 'Bd7'], ['O-O', 'Be7'], ['Bg5', 'exd4'], ['Nxd4', 'O-O\n'], ['Re1', 'h6'], ['Bh4', 'Nh7'], ['Bxe7', 'Nxe7'], ['Bxd7', 'Qxd7'], ['Qd3', 'Rfe8'], ['Rad1', 'Nf6'], ['h3', 'Rad8\n'], ['Qg3', 'Kh7'], ['e5', 'dxe5'], ['Nf3', 'Qf5'], ['Rxd8', 'Rxd8'], ['Qxe5', 'Rd7'], ['Qxf5+', 'Nxf5'], ['Re5', 'Ne7\n'], ['Kf1', 'Ned5'], ['Nxd5', 'Nxd5'], ['Re4', 'c5'], ['a3', 'f5'], ['Re5', 'g6'], ['g3', 'b6'], ['Re6', 'g5\n'], ['c4', 'Ne7'], ['Ne5', 'Rc7'], ['b4', 'Ng8'], ['f4', 'Re7'], ['Rc6', 'cxb4'], ['axb4', 'Kg7'], ['Rg6+', 'Kf8\n'], ['c5', 'bxc5'], ['bxc5', 'gxf4'], ['gxf4', 'Rc7'], ['c6', 'a5'], ['Nd7+', 'Kf7'], ['Ne5+', 'Kf8'], ['Nd7+', 'Kf7\n'], ['Ne5+', 'Kf8'], ['Ke1', 'a4'], ['Kd2', 'Ra7'], ['Kc2', 'h5'], ['Kb2', 'Ne7'], ['Re6', 'Ke8'], ['Ka3', 'h4\n'], ['Rh6', 'Kd8'], ['Rxh4', 'Kc7'], ['Rh7', 'Kd6'], ['h4', 'Ra8'], ['Nc4+', 'Kc5'], ['Rxe7', 'Kxc4'], ['c7', 'Kc5\n'], ['h5', 'Kc6'], ['h6', '']]",1-0
Karlsbad,Karlsbad,1911.??.??,?,"Nimzowitsch, Aaron ","Levenfish, Grigory",,,C02,"[['e4', 'e6'], ['d4', 'd5'], ['e5', 'c5'], ['c3', 'Nc6'], ['Nf3', 'f6'], ['Bb5', 'Bd7'], ['O-O', 'Qb6'], ['Bxc6', 'bxc6\n'], ['exf6', 'Nxf6'], ['Ne5', 'Bd6'], ['dxc5', 'Bxc5'], ['Bg5', 'Qd8'], ['Bxf6', 'Qxf6'], ['Qh5+', 'g6'], ['Qe2', 'Rd8\n'], ['Nd2', 'O-O'], ['Rae1', 'Rfe8'], ['Kh1', 'Bd6'], ['f4', 'c5'], ['c4', 'Bf8'], ['cxd5', 'Bc8'], ['Ne4', 'Qg7\n'], ['dxe6', 'Bxe6'], ['Qa6', 'Kh8'], ['Rd1', 'Bg8'], ['b3', 'Rd4'], ['Rxd4', 'cxd4'], ['Qa5', 'Rc8'], ['Rd1', 'Rc2\n'], ['h3', 'Qb7'], ['Rxd4', 'Bc5'], ['Qd8', 'Be7'], ['Qd7', 'Qa6'], ['Rd3', 'Bf8'], ['Nf7+', 'Bxf7'], ['Qxf7', 'Rc8\n'], ['Rd7', '']]",1-0
Karlsbad,Karlsbad,1911.??.??,?,"Rabinovich, Abram","Levenfish, Grigory",,,C66,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Bb5', 'd6'], ['d4', 'Bd7'], ['Nc3', 'Nf6'], ['O-O', 'Be7'], ['Re1', 'exd4'], ['Nxd4', 'O-O\n'], ['Bf1', 'Re8'], ['b3', 'Bf8'], ['Bb2', 'g6'], ['f3', 'Bg7'], ['Nde2', 'Ne5'], ['Qd2', 'Bc6'], ['Rad1', 'h6\n'], ['Qc1', 'Kh7'], ['Ng3', 'h5'], ['f4', 'Bh6'], ['Nd5', 'Nfg4'], ['h3', 'Qh4'], ['Nh1', 'Bxd5'], ['exd5', 'Nf2\n'], ['Bxe5', 'Nxd1'], ['g3', 'Qd8'], ['Qxd1', 'dxe5'], ['fxe5', 'Bg7'], ['Qf3', 'Kg8'], ['e6', 'fxe6'], ['dxe6', 'Qd4+\n'], ['Kg2', 'Re7'], ['Bd3', 'Rf8'], ['Qxb7', 'Rf6'], ['Qe4', 'Qc5'], ['Rf1', 'Qg5'], ['Rxf6', 'Bxf6'], ['h4', 'Qh6\n'], ['Nf2', 'Kg7'], ['Nh3', 'Qd2+'], ['Nf2', 'Qh6'], ['Nh3', 'Qd2+'], ['Nf2', 'Qh6'], ['Nh3', 'Qd2+'], ['Nf2', 'Qh6']]",1/2-1/2
Karlsbad,Karlsbad,1911.??.??,?,"Rubinstein, Akiba","Levenfish, Grigory",,,C14,"[['d4', 'e6'], ['e4', 'd5'], ['Nc3', 'Nf6'], ['Bg5', 'Be7'], ['e5', 'Nfd7'], ['Bxe7', 'Qxe7'], ['Qd2', 'O-O'], ['f4', 'c5\n'], ['Nf3', 'f6'], ['exf6', 'Qxf6'], ['g3', 'Nc6'], ['O-O-O', 'a6'], ['Bg2', 'Nb6'], ['Rhe1', 'Nc4'], ['Qf2', 'b5\n'], ['dxc5', 'Nxb2'], ['Kxb2', 'b4'], ['Nd4', 'bxc3+'], ['Ka1', 'Nxd4'], ['Qxd4', 'Rb8'], ['Re3', 'g5'], ['Rxc3', 'gxf4\n'], ['gxf4', 'Bd7'], ['c6', 'Qxd4'], ['Rxd4', 'Be8'], ['Bh3', 'Rf6'], ['c7', 'Rc8'], ['Rxd5', 'Rxc7'], ['Bxe6+', '']]",1-0
Karlsbad,Karlsbad,1911.??.??,?,"Spielmann, Rudolf","Levenfish, Grigory",,,C29,"[['e4', 'e5'], ['Nc3', 'Nf6'], ['f4', 'd5'], ['fxe5', 'Nxe4'], ['Qf3', 'f5'], ['d3', 'Nxc3'], ['bxc3', 'd4'], ['Qg3', 'Nc6\n'], ['Be2', 'Be6'], ['Bf3', 'Qd7'], ['Ne2', 'dxc3'], ['Be3', 'Nb4'], ['O-O', 'Nxc2'], ['Bxb7', 'Nxe3'], ['Qxe3', 'Rd8\n'], ['Nf4', 'Bb4'], ['Ba6', 'Qc6'], ['Bb5', 'Qxb5'], ['Nxe6', 'Ke7'], ['Nxd8', 'Kxd8'], ['Rab1', '']]",1-0
Karlsbad,Karlsbad,1911.??.??,?,"Suechting, Hugo","Levenfish, Grigory",,,B01,"[['e4', 'd5'], ['exd5', 'Qxd5'], ['Nc3', 'Qa5'], ['Nf3', 'Nf6'], ['d4', 'Bg4'], ['Be2', 'Nc6'], ['O-O', 'O-O-O'], ['Ng5', 'Rxd4\n'], ['Qe1', 'Nd8'], ['Nxf7', 'Nxf7'], ['Bxg4+', 'Rxg4'], ['Qe6+', 'Kb8'], ['Qxf7', 'e5'], ['h3', 'Rg6'], ['Be3', 'Bb4\n'], ['Bd2', 'Qa6'], ['Rae1', 'Qc6'], ['g3', 'Rd8'], ['Re2', 'Qf3'], ['Nb5', 'Rc8'], ['Qc4', 'Bxd2'], ['Rxd2', 'Ne4\n'], ['Rd3', 'Qf5'], ['Kg2', 'Rc6'], ['Qa4', 'a6'], ['Ra3', 'Nc5'], ['Qa5', 'b6'], ['Qb4', 'axb5'], ['Qxb5', 'Rh6\n'], ['g4', 'Qe4+'], ['f3', 'Qc6'], ['Qxc6', 'Rxc6'], ['Re1', 'Re8'], ['f4', 'Ne6'], ['fxe5', 'Rxc2+'], ['Kg3', 'g5\n'], ['Re4', 'Nf4'], ['h4', 'h6'], ['h5', 'Rf8'], ['e6', 'Ne2+'], ['Kh3', 'Ng1+'], ['Kg3', 'Rff2']]",0-1
Karlsbad,Karlsbad,1911.??.??,?,"Levenfish, Grigory","Salwe, Georg",,,C90,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Bb5', 'a6'], ['Ba4', 'Nf6'], ['O-O', 'Be7'], ['Re1', 'b5'], ['Bb3', 'd6'], ['c3', 'Na5\n'], ['Bc2', 'c5'], ['d4', 'Nc6'], ['h3', 'Qc7'], ['Be3', 'O-O'], ['Nbd2', 'Ne8'], ['a4', 'Rb8'], ['axb5', 'axb5\n'], ['Nf1', 'Nd8'], ['Bg5', 'Bxg5'], ['Nxg5', 'f6'], ['Nf3', 'Be6'], ['Ne3', 'Nf7'], ['Ra6', 'Qc8'], ['Ra5', 'Nc7\n'], ['Qe2', 'Qb7'], ['Rea1', 'Ra8'], ['Qd1', 'Qb6'], ['Rxa8', 'Rxa8'], ['Rxa8+', 'Nxa8'], ['dxe5', 'dxe5\n'], ['Nh4', 'Nc7'], ['Nhf5', 'g6'], ['Ne7+', 'Kf8'], ['N7d5', 'Bxd5'], ['exd5', 'Qd6'], ['b3', 'c4'], ['bxc4', 'bxc4\n'], ['Qa1', 'Qc5'], ['Qa4', 'Kg7'], ['Qd7', 'Nb5'], ['Qc6', 'Qxc6'], ['dxc6', 'Nfd6'], ['Nd5', 'Kf7'], ['Ba4', 'Na7\n'], ['c7', 'Ke6'], ['Nb6', 'Ne4'], ['c8=Q+', 'Nxc8'], ['Nxc8', 'Nxc3'], ['Nb6', 'Nxa4'], ['Nxa4', 'Kd5'], ['Kf1', 'Kd4\n'], ['Ke2', 'c3'], ['Kd1', 'e4'], ['Kc2', '']]",1/2-1/2
Karlsbad,Karlsbad,1911.??.??,?,"Levenfish, Grigory","Schlechter, Carl",,,C71,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Bb5', 'a6'], ['Ba4', 'd6'], ['d4', 'Bd7'], ['O-O', 'Nf6'], ['c4', 'Be7'], ['Nc3', 'O-O\n'], ['h3', 'exd4'], ['Nxd4', 'Nxd4'], ['Qxd4', 'Bxa4'], ['Nxa4', 'Nd7'], ['Bf4', 'Bf6'], ['Qd2', 'Re8'], ['Rfe1', 'Ne5\n'], ['Bxe5', 'Bxe5'], ['Nc3', 'c6'], ['Ne2', 'Qb6'], ['Rab1', 'Rad8'], ['b3', 'g6'], ['Rbd1', 'Qc5'], ['Nf4', 'Bg7\n'], ['Nd3', 'Qh5'], ['Re2', 'Bh6'], ['Qc2', 'Qa5'], ['Rde1', 'Bg7'], ['Kh2', 'Rd7'], ['Kg1', 'Rde7'], ['Kf1', 'Bd4\n'], ['Kg1', 'Qc3'], ['Qxc3', 'Bxc3'], ['Rd1', 'Rxe4'], ['Rxe4', 'Rxe4'], ['Kf1', 'f5'], ['f3', 'Re7'], ['Nf4', 'Bb4\n'], ['Nd3', 'Bc3'], ['Nf4', 'Be5'], ['Re1', 'Kf7'], ['Nd3', 'Bd4'], ['Rxe7+', 'Kxe7'], ['Ke2', 'Kf6'], ['f4', 'Ke6\n'], ['Ne1', 'Bf6'], ['Kd3', 'd5'], ['Nc2', 'Kd6'], ['Ne3', 'h5'], ['cxd5', 'cxd5'], ['Nc2', 'Bg7'], ['Ke3', 'Kc5\n'], ['Kd3', 'a5'], ['h4', 'Bb2'], ['g3', 'Bf6'], ['Ke3', 'Bg7'], ['Kd3', 'Bb2'], ['Ke3', 'Bc3'], ['Kd3', 'd4\n'], ['Ke2', 'b5'], ['Na3', 'd3+']]",0-1
Karlsbad,Karlsbad,1911.??.??,?,"Levenfish, Grigory","Perlis, Julius",,,D40,"[['d4', 'd5'], ['c4', 'e6'], ['Nc3', 'c5'], ['e3', 'Nf6'], ['Nf3', 'Nc6'], ['a3', 'Ne4'], ['Bd3', 'Nxc3'], ['bxc3', 'Be7\n'], ['O-O', 'O-O'], ['Qe2', 'b6'], ['Rd1', 'Qc7'], ['e4', 'dxc4'], ['Bxc4', 'Na5'], ['Ba2', 'Bb7'], ['Ne5', 'Bd6\n'], ['f4', 'Rad8'], ['Nd3', 'c4'], ['Ne5', 'f6'], ['Nf3', 'Bxf4'], ['Bxf4', 'Qxf4'], ['Nd2', 'Qc7'], ['Rab1', 'Ba6\n'], ['Rf1', 'Kh8'], ['Rf3', 'e5'], ['dxe5', 'Qxe5'], ['Rbf1', 'Qd6'], ['Nb1', 'Nc6'], ['Rh3', 'Ne5'], ['Qh5', 'h6\n'], ['Qe2', 'Rfe8'], ['Rh4', 'Bc8'], ['Rhf4', 'b5'], ['h3', 'Kh7'], ['a4', 'a6'], ['R4f2', 'Nd3'], ['Rf3', 'Nc5\n'], ['axb5', 'axb5'], ['Re3', 'Re5'], ['Rf2', 'Bb7'], ['Nd2', 'Nd3'], ['Rf1', 'Nf4'], ['Rxf4', 'Qxd2'], ['Rf2', 'Qxe2\n'], ['Rfxe2', 'Rd1+'], ['Kf2', 'Ra1'], ['Rb2', 'Bxe4'], ['Rxe4', 'Rxe4'], ['Bb1', 'Rxb1'], ['Rxb1', 'Re5\n'], ['Rd1', 'Kg6'], ['Rd7', 'b4'], ['cxb4', 'Rb5'], ['Rc7', 'Rxb4'], ['g4', 'Rb3'], ['h4', 'c3'], ['Ke2', 'h5\n'], ['gxh5+', 'Kh6'], ['Rc8', 'Kxh5'], ['Rh8+', 'Kg6'], ['Kd3', 'Rb5'], ['Rc8', 'Rb4'], ['Rh8', 'Rc4']]",0-1
Karlsbad,Karlsbad,1911.??.??,?,"Levenfish, Grigory","Teichmann, Richard",,,D27,"[['d4', 'd5'], ['c4', 'dxc4'], ['Nf3', 'Nf6'], ['e3', 'e6'], ['Bxc4', 'a6'], ['O-O', 'c5'], ['dxc5', 'Qxd1'], ['Rxd1', 'Bxc5\n'], ['a3', 'Ke7'], ['b4', 'Bd6'], ['Bb2', 'b5'], ['Bb3', 'Bb7'], ['Ne5', 'Rd8'], ['Nd2', 'Nbd7'], ['Ndf3', 'Nxe5\n'], ['Nxe5', 'Rac8'], ['Rac1', 'Bxe5'], ['Bxe5', 'Rxd1+'], ['Rxd1', 'Bd5'], ['Bxd5', 'exd5'], ['f3', 'Ke6\n'], ['Bd4', 'Ne8'], ['Ra1', 'Rc4'], ['Kf2', 'Rc2+'], ['Kf1', 'Rc4'], ['Ra2', 'g6'], ['Ke2', 'Nd6'], ['Bc5', 'Nb7\n'], ['Bd4', 'Nd6'], ['Bc5', 'Nb7'], ['Bd4', 'Nd6'], ['Kd3', 'Nf5'], ['Bc3', 'Ne7'], ['a4', 'Nc6'], ['axb5', 'axb5\n'], ['Rb2', 'f5'], ['g3', 'g5'], ['f4', 'h6'], ['h4', 'g4'], ['Rb1', 'h5'], ['Rb2', 'Kd7'], ['Rb1', 'Kd6'], ['Rb2', 'Kc7\n'], ['Rb1', 'Kd6'], ['Rb2', 'Kc7'], ['Rb1', 'Kd6'], ['Rb2', 'Re4']]",1/2-1/2
RUS-ch,Vilnius,1912.??.??,?,"Levenfish, Grigory","Nimzowitsch, Aaron ",,,B10,"[['e4', 'c6'], ['c4', 'e6'], ['Nf3', 'd5'], ['exd5', 'exd5'], ['cxd5', 'cxd5'], ['Bb5+', 'Nc6'], ['O-O', 'Bd6'], ['d4', 'Ne7\n'], ['Bg5', 'f6'], ['Bh4', 'O-O'], ['Nbd2', 'Bg4'], ['Bxc6', 'Nxc6'], ['Qb3', 'Bb4'], ['Ne5', 'Nxe5'], ['Qxb4', 'Nd3\n'], ['Qxb7', 'Be2'], ['Rfb1', 'Rc8'], ['Nf1', 'g5'], ['Bg3', 'f5'], ['Be5', 'Rf7'], ['Qa6', 'f4'], ['Re1', 'Nxe1\n'], ['Qxe2', 'Nxg2'], ['Nd2', 'Nh4'], ['Nf3', 'Ng6'], ['Kh1', 'g4'], ['Nd2', 'Qd7'], ['Rg1', 'Rc2'], ['h3', 'g3']]",0-1
RUS-ch,Vilnius,1912.??.??,?,"Levenfish, Grigory","Alekhine, Alexander",,,C77,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Bb5', 'a6'], ['Ba4', 'Nf6'], ['Qe2', 'Be7'], ['c3', 'd6'], ['h3', 'Bd7'], ['d3', 'O-O\n'], ['Bc2', 'Kh8'], ['O-O', 'Ng8'], ['Re1', 'Qe8'], ['d4', 'f6'], ['Nbd2', 'g5'], ['d5', 'Nd8'], ['g4', 'h5'], ['Nh2', 'Nh6\n'], ['Ndf1', 'c6'], ['Ng3', 'cxd5'], ['exd5', 'Qf7'], ['Nf5', 'Nxf5'], ['Bxf5', 'Bxf5'], ['gxf5', 'Qh7'], ['Qe4', 'Nf7\n'], ['Nf1', 'Nh6'], ['Ne3', 'Rg8'], ['Kg2', 'Bd8'], ['a4', 'a5'], ['b4', 'axb4'], ['cxb4', 'Bb6'], ['Nc4', 'Bd4\n'], ['Bb2', 'Rac8'], ['Rac1', 'Rxc4'], ['Rxc4', 'Bxb2'], ['Qc2', 'Nxf5'], ['Rc7', 'Qg6'], ['Rc8', 'g4'], ['Rxg8+', 'Kxg8\n'], ['Qxb2', 'gxh3+'], ['Kxh3', 'Qg4+'], ['Kh2', 'Nh4'], ['f4', 'Nf3+'], ['Kh1', 'Qh3+'], ['Qh2', 'Qxh2+']]",0-1
RUS-ch,Vilnius,1912.??.??,?,"Levenfish, Grigory","Flamberg, Aleksander Dawidow",,,C77,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Bb5', 'a6'], ['Ba4', 'Nf6'], ['Qe2', 'b5'], ['Bb3', 'Bc5'], ['a4', 'Rb8'], ['axb5', 'axb5\n'], ['Nc3', 'O-O'], ['d3', 'd6'], ['Bg5', 'Bg4'], ['Nd5', 'Nd4'], ['Nxd4', 'Bxe2'], ['Bxf6', 'Ra8'], ['Kxe2', 'Qb8\n'], ['Nc6', 'Qb7'], ['Nde7+', 'Kh8'], ['Bg5', 'Rxa1'], ['Rxa1', 'f6'], ['Be3', 'Bxe3'], ['fxe3', 'g6'], ['Bd5', 'Qb6\n'], ['b4', 'f5'], ['g3', 'f4'], ['gxf4', 'exf4'], ['d4', 'fxe3'], ['Kxe3', 'Kg7'], ['Be6', 'Re8'], ['Bd7', 'Rxe7\n'], ['Nxe7', 'c5'], ['Nc6', 'cxd4+'], ['Nxd4', 'Kh6'], ['Bxb5', 'Qd8'], ['Be2', 'd5'], ['b5', 'Qe7'], ['Bf3', 'Qc5\n'], ['Rd1', 'dxe4'], ['Bxe4', 'Kg5'], ['Rb1', 'Qa3+'], ['Kd2', 'Qd6'], ['Kd3', 'Qb6'], ['c4', 'Kg4'], ['Nc6', 'Kf4\n'], ['Rf1+', 'Kg4'], ['Rf3', 'Qc5'], ['h3+', 'Kh4'], ['Bd5', 'g5'], ['Ne5', 'Qg1'], ['Nd7', 'Qa7'], ['Rf7', 'h5\n'], ['b6', 'Qa3+'], ['Ke4', 'Qxh3'], ['b7', 'Qg2+'], ['Ke5', 'Qg3+'], ['Kf6', '']]",1-0
