URS-ch sf,Leningrad,1954.??.??,?,"Chekhover, Vitaly","Gurevich, Dmitry",,,D32,"[['c4', 'e6'], ['Nc3', 'd5'], ['d4', 'c5'], ['cxd5', 'cxd4'], ['Qa4+', 'Bd7'], ['Qxd4', 'exd5'], ['Qxd5', 'Nc6'], ['a3', 'Nf6\n'], ['Qd1', 'Bc5'], ['e3', 'Qe7'], ['Nf3', 'O-O-O'], ['Qc2', 'g5'], ['Be2', 'g4'], ['Nd2', 'Kb8'], ['O-O', 'Bb6\n'], ['Rd1', 'Ne5'], ['Nf1', 'h5'], ['e4', 'Rdg8'], ['Be3', 'Bc7'], ['Rac1', 'h4'], ['Nd5', 'Nxd5'], ['exd5', 'Bd6\n'], ['Qc3', 'Bc8'], ['Qa5', 'b6'], ['Bxb6', 'axb6'], ['Rxc8+', 'Rxc8'], ['Qxb6+', 'Ka8'], ['Qa6+', 'Kb8\n'], ['Qb6+', 'Ka8']]",1/2-1/2
Lone Pine op,Lone Pine,1981.??.??,?,"Kuligowski, Adam","Gurevich, Dmitry",,,A60,"[['d4', 'Nf6'], ['c4', 'e6'], ['Nf3', 'c5'], ['d5', 'exd5'], ['cxd5', 'g6'], ['Nc3', 'Bg7'], ['e4', 'O-O'], ['Be2', 'b5\n'], ['e5', 'Ng4'], ['Nxb5', 'Nxe5'], ['O-O', 'd6'], ['Nxe5', 'Bxe5'], ['Rb1', 'Na6'], ['a3', 'Nc7'], ['b4', 'Bf5\n'], ['Rb3', 'Nxb5'], ['Bxb5', 'Rb8'], ['Bd3', 'Qh4'], ['g3', 'Qh3'], ['Re1', 'Bxd3'], ['Qxd3', 'Rbe8'], ['Qd1', 'Bd4\n'], ['Bf4', 'Qf5'], ['bxc5', 'Qxd5'], ['Rbe3', 'Rxe3'], ['fxe3', 'g5'], ['Qxd4', 'Qxd4'], ['exd4', 'gxf4\n'], ['c6', 'fxg3'], ['hxg3', 'd5'], ['Kg2', 'Rc8'], ['Rc1', 'Kf8'], ['Kf3', 'Ke7'], ['Kf4', 'Kd6'], ['c7', 'Rxc7\n'], ['Rxc7', 'Kxc7'], ['Ke5', 'Kd7'], ['g4', 'Kc6'], ['g5', 'Kd7'], ['Kf6', 'Ke8'], ['Kg7', 'Ke7'], ['Kxh7', 'Kf8\n'], ['g6', 'fxg6'], ['Kxg6', 'Ke7'], ['Kf5', 'Kd6'], ['Kf6', 'Kd7'], ['Ke5', 'Kc6'], ['Ke6', '']]",1-0
Lone Pine op,Lone Pine,1981.??.??,?,"Soltis, Andrew E","Gurevich, Dmitry",,,B89,"[['e4', 'c5'], ['Nc3', 'Nc6'], ['Nge2', 'd6'], ['d4', 'cxd4'], ['Nxd4', 'Nf6'], ['Bc4', 'e6'], ['Be3', 'Be7'], ['Qe2', 'O-O\n'], ['O-O-O', 'Qc7'], ['Bb3', 'a6'], ['Rhg1', 'Nd7'], ['g4', 'Nc5'], ['g5', 'b5'], ['Nxc6', 'Qxc6'], ['Bd4', 'Nxb3+\n'], ['cxb3', 'b4'], ['Qh5', 'bxc3'], ['Qh6', 'e5'], ['Bxe5', 'dxe5'], ['Qxc6', 'cxb2+'], ['Kxb2', 'Be6'], ['Qc7', '']]",1-0
Lone Pine op,Lone Pine,1981.??.??,?,"Root, Douglas","Gurevich, Dmitry",,,B20,"[['e4', 'c5'], ['b3', 'd6'], ['Bb2', 'e6'], ['f4', 'Nf6'], ['Nc3', 'Be7'], ['Nf3', 'Nc6'], ['Bb5', 'Qc7'], ['O-O', 'Bd7\n'], ['e5', 'dxe5'], ['fxe5', 'Nxe5'], ['Nxe5', 'Qxe5'], ['Bxd7+', 'Kxd7'], ['Qf3', 'Qc7'], ['d4', 'cxd4'], ['Rad1', 'Ke8\n'], ['Nb5', 'Qb6'], ['Nxd4', 'Kf8'], ['Kh1', 'h5'], ['Qe2', 'h4'], ['Nf3', 'h3'], ['Ne5', 'Rd8'], ['gxh3', 'Rxd1\n'], ['Qxd1', 'Qe3'], ['Qf3', 'Qxf3+'], ['Rxf3', 'Bd6'], ['Rd3', 'Bxe5'], ['Bxe5', 'Rh5'], ['Bb8', 'a6'], ['c4', 'Ke8\n'], ['Bc7', 'Rc5'], ['Bb6', 'Rc6'], ['Ba5', 'b6'], ['Bd2', 'Ne4'], ['Be3', 'f5'], ['h4', 'e5'], ['Rd5', 'Re6\n'], ['Bxb6', 'Rxb6'], ['Rxe5+', 'Kf7'], ['Rxf5+', 'Rf6'], ['Ra5', 'Rg6'], ['h3', 'Ke7'], ['Re5+', 'Re6'], ['Ra5', 'Kd7\n'], ['Kg2', 'Kc7'], ['b4', 'Rg6+'], ['Kf3', 'Nd2+'], ['Kf4', 'Nxc4'], ['Rc5+', 'Rc6'], ['Rxc6+', 'Kxc6'], ['Kf5', 'Ne3+\n'], ['Kg6', 'Ng2'], ['a4', 'Nxh4+'], ['Kh5', 'Ng2'], ['b5+', '']]",1/2-1/2
Lone Pine op,Lone Pine,1981.??.??,?,"Gligoric, Svetozar","Gurevich, Dmitry",,,A57,"[['d4', 'Nf6'], ['c4', 'c5'], ['d5', 'b5'], ['cxb5', 'a6'], ['e3', 'axb5'], ['Bxb5', 'Ba6'], ['Bxa6', 'Nxa6'], ['Nc3', 'd6\n'], ['Nf3', 'g6'], ['O-O', 'Bg7'], ['e4', 'O-O'], ['Bf4', 'Qb6'], ['Qd2', 'Nc7'], ['Rfe1', 'Rfd8'], ['Bg5', 'Nb5\n'], ['a4', 'Nxc3'], ['bxc3', 'Qb3'], ['a5', 'Ra7'], ['Qc1', 'Rda8'], ['Nd2', 'Qb5'], ['c4', 'Qb4'], ['e5', 'dxe5\n'], ['Nf3', 'e4'], ['Ne5', 'Rxa5'], ['Rb1', 'Qa3'], ['Nc6', 'Qxc1'], ['Rbxc1', 'Ra2'], ['Nxe7+', 'Kf8'], ['Nc6', 'Rb2\n'], ['Bxf6', 'Bxf6'], ['Rxe4', 'Raa2'], ['Rf1', 'Rd2'], ['h4', 'Rac2'], ['Rf4', 'Bd4'], ['g4', 'Rxc4'], ['d6', 'Rcc2\n'], ['d7', 'Be3'], ['Rf3', 'Rxd7'], ['Rxe3', 'c4'], ['Ne5', 'Rd4'], ['Rb1', 'c3'], ['Rb8+', 'Kg7'], ['Rf3', '']]",1-0
Lone Pine op,Lone Pine,1981.??.??,?,"Davies, Nigel R","Gurevich, Dmitry",,,B07,"[['e4', 'd6'], ['d4', 'Nf6'], ['Nc3', 'g6'], ['Bc4', 'Nxe4'], ['Bxf7+', 'Kxf7'], ['Nxe4', 'h6'], ['Be3', 'Qd7'], ['Qd2', 'Qe6\n'], ['f3', 'Kg8'], ['Ne2', 'Nd7'], ['b3', 'Nf6'], ['Nxf6+', 'Qxf6'], ['O-O', 'Bg7'], ['Rae1', 'Kh7'], ['d5', 'c5\n'], ['dxc6', 'bxc6'], ['Bd4', 'e5'], ['Bb2', 'g5'], ['c4', 'Qg6'], ['Ng3', 'Re8'], ['Re3', 'Bb7'], ['Rfe1', 'Rad8\n'], ['Qb4', 'Bc8'], ['c5', 'Qc2'], ['Qe4+', 'Qxe4'], ['Nxe4', 'dxc5'], ['Nxc5', 'Rd2'], ['R1e2', 'Rd5'], ['Ne4', 'g4\n'], ['fxg4', 'Bxg4'], ['Rc2', 'Rd1+'], ['Kf2', 'Bd7'], ['h3', 'h5'], ['Rf3', 'Rd8'], ['Ba3', 'Be8'], ['Rc4', 'Ra1\n'], ['Be7', 'Rxa2+'], ['Kg3', 'Rd7'], ['Nf6+', 'Bxf6'], ['Bxf6', 'Rdd2'], ['Bxe5', 'Rxg2+'], ['Kf4', 'Rad2\n'], ['Rb4', 'Rd7'], ['Rg3', 'Re2'], ['Re3', 'Rf7+'], ['Ke4', 'Ref2'], ['Rb8', 'Re7'], ['Kd4', 'a5'], ['Rc8', 'Kg6\n'], ['Rc7', 'Bd7'], ['Ra7', 'Rd2+'], ['Kc3', 'Rd5'], ['h4', 'Rexe5'], ['Rxe5', 'Rxe5'], ['Rxd7', 'Kf5'], ['Rg7', 'Rc5+\n'], ['Kd4', 'Rb5'], ['Kc3', 'Ke4'], ['Rg8', 'Rc5+'], ['Kd2', 'Kd4'], ['Rg6', 'Ke4'], ['Rg8', 'Kd5'], ['Kd3', 'Kd6\n'], ['Rg7', 'Rb5'], ['Rg6+', 'Kc7'], ['Kc3', 'Rf5'], ['Rh6', 'Kb6'], ['Rh8', 'Kc5'], ['Rh6', 'Kb5'], ['Rh8', 'Rc5+\n'], ['Kb2', 'Kb4'], ['Rb8+', 'Rb5'], ['Rc8', 'Kc5'], ['Rh8', 'Kd4'], ['Rh6', 'Rc5'], ['Re6', 'Kd5'], ['Re8', 'Rb5\n'], ['Rh8', 'Ke4'], ['Rh6', 'a4'], ['b4', 'Kf3'], ['Ka3', 'c5'], ['bxc5', 'Rxc5'], ['Kxa4', 'Rc4+'], ['Kb3', 'Rxh4\n'], ['Kc3', 'Rh2'], ['Kd3', 'h4'], ['Rf6+', 'Kg2'], ['Ke2', 'Kg1+'], ['Ke1', 'Ra2'], ['Rh6', 'Rh2'], ['Rf6', 'Rg2\n'], ['Rf1+', 'Kh2'], ['Rf8', 'h3'], ['Kf1', 'Kh1'], ['Rf7', 'h2'], ['Rf8', 'Rf2+'], ['Rxf2', '']]",1/2-1/2
Manchester op,Manchester,1981.??.??,?,"Gurevich, Dmitry","Van der Sterren, Paul",,,E42,"[['d4', 'Nf6'], ['c4', 'e6'], ['Nc3', 'Bb4'], ['e3', 'c5'], ['Ne2', 'cxd4'], ['exd4', 'O-O'], ['a3', 'Be7'], ['d5', 'exd5\n'], ['cxd5', 'Re8'], ['g3', 'Bc5'], ['b4', 'Ng4'], ['bxc5', 'Qf6'], ['Be3', 'Nxe3'], ['fxe3', 'Qf3'], ['Nb5', 'Qxh1\n'], ['Nc7', 'Rxe3'], ['Qd4', 'Re4'], ['Qf2', 'Na6'], ['Nxa8', 'd6'], ['Qg2', 'Qxg2'], ['Bxg2', 'Re8'], ['cxd6', 'Bg4\n'], ['h3', 'Bxe2'], ['d7', 'Rxa8'], ['Rc1', '']]",1-0
US op,Palo Alto,1981.??.??,2,"Miller, Norman","Gurevich, Dmitry",,,A26,"[['c4', 'g6'], ['g3', 'Bg7'], ['Bg2', 'Nf6'], ['Nf3', 'O-O'], ['O-O', 'd6'], ['Nc3', 'Nc6'], ['d3', 'e5'], ['Rb1', 'a5\n'], ['a3', 'Nd4'], ['Nd2', 'Ne6'], ['b4', 'axb4'], ['axb4', 'Nh5'], ['b5', 'f5'], ['Bd5', 'Kh8'], ['Nb3', 'Ng5\n'], ['Bg2', 'f4'], ['Ne4', 'Nh3+'], ['Kh1', 'c6'], ['Qe1', 'cxb5'], ['cxb5', 'Qb6'], ['f3', 'fxg3'], ['hxg3', 'Ra2\n'], ['Kh2', 'd5'], ['Nc3', 'Rc2'], ['Na1', 'Rxc3'], ['Qxc3', 'e4'], ['d4', 'g5'], ['fxe4', 'Nf6'], ['Bh1', 'dxe4\n'], ['Ba3', 'Re8'], ['Qc5', 'Qe6'], ['Qd6', 'Qf7'], ['Rbc1', 'Qh5'], ['Rxc8', 'Nf4+'], ['Kg1', 'Nxe2+'], ['Kf2', 'Rxc8\n'], ['Bc5', 'Nc3'], ['Qe6', 'e3+'], ['Kg1', 'Ne2+']]",0-1
US op,Palo Alto,1981.??.??,5,"Gurevich, Dmitry","Banks, Thomas",,,B87,"[['e4', 'c5'], ['Nf3', 'd6'], ['d4', 'cxd4'], ['Nxd4', 'Nf6'], ['Nc3', 'a6'], ['Bc4', 'e6'], ['Bb3', 'b5'], ['O-O', 'Be7\n'], ['Be3', 'O-O'], ['a4', 'b4'], ['Na2', 'Nxe4'], ['Nxe6', 'Bxe6'], ['Bd5', 'Bxd5'], ['Qxd5', 'Nd7'], ['Qxe4', 'a5\n'], ['c3', 'Nf6'], ['Qd4', 'bxc3'], ['Nxc3', 'Qd7'], ['h3', 'Rfd8'], ['Rac1', 'Qf5'], ['Rfd1', 'd5'], ['Qd3', 'Qxd3\n'], ['Rxd3', 'h6'], ['Rcd1', 'Rab8'], ['Nxd5', 'Nxd5'], ['Rxd5', 'Rxd5'], ['Rxd5', 'Rxb2'], ['Rxa5', 'Bd6\n'], ['Ra8+', 'Kh7'], ['g3', 'Be5'], ['a5', 'f5'], ['a6', '']]",1-0
US op,Palo Alto,1981.??.??,6,"McClintock, Doug","Gurevich, Dmitry",,,B09,"[['e4', 'd6'], ['d4', 'Nf6'], ['Nc3', 'g6'], ['f4', 'Bg7'], ['Nf3', 'O-O'], ['e5', 'dxe5'], ['dxe5', 'Qxd1+'], ['Kxd1', 'Rd8+\n'], ['Ke1', 'Ne8'], ['Bc4', 'Nc6'], ['Ng5', 'e6'], ['Be3', 'Na5'], ['Bd3', 'f6'], ['Nf3', 'Nc6'], ['h4', 'Nb4\n'], ['h5', 'Nxd3+'], ['cxd3', 'Rxd3'], ['Ke2', 'Rd7'], ['hxg6', 'hxg6'], ['exf6', 'Bxf6'], ['Rh6', 'Rg7\n'], ['Ne4', 'b6'], ['Nxf6+', 'Nxf6'], ['Bd4', 'Ba6+'], ['Kd2', 'Rd8'], ['Kc2', 'Ng4'], ['Rh4', 'c5'], ['Rxg4', 'cxd4\n'], ['Re1', 'd3+'], ['Kd2', 'Rc8'], ['Rc1', 'Rxc1'], ['Kxc1', 'Kf7'], ['Ne5+', 'Kf6'], ['Kd2', 'Kf5'], ['Rg3', 'g5\n'], ['Nxd3', 'Bxd3'], ['Kxd3', 'Rd7+'], ['Ke2', 'gxf4'], ['Rg8', 'Ke4'], ['Rc8', 'e5'], ['Rf8', 'Rc7'], ['Kd2', 'Rg7']]",0-1
US op,Palo Alto,1981.??.??,7,"Gurevich, Dmitry","Biyiasas, Peter",,,E61,"[['d4', 'Nf6'], ['c4', 'g6'], ['Nf3', 'Bg7'], ['Nc3', 'O-O'], ['Bg5', 'd6'], ['e3', 'Nbd7'], ['Be2', 'h6'], ['Bh4', 'g5\n'], ['Bg3', 'Nh5'], ['Qc2', 'e6'], ['Nd2', 'Nxg3'], ['hxg3', 'f5'], ['g4', 'Nf6'], ['O-O-O', 'Nxg4'], ['Bxg4', 'fxg4\n'], ['Nde4', 'Bd7'], ['Rh2', 'Qe8'], ['Nxg5', 'Rf5'], ['Nge4', 'Qf7'], ['f3', 'Rh5'], ['Rxh5', 'Qxh5'], ['Ng3', 'Qg5\n'], ['f4', 'Qh4'], ['Nce4', 'Qe7'], ['Qe2', 'Qf7'], ['Qxg4', 'e5'], ['Nf6+', 'Qxf6'], ['Qxd7', 'exd4'], ['Nh5', 'Qf7\n'], ['Qxf7+', 'Kxf7'], ['Nxg7', 'Kxg7'], ['Rxd4', 'Kf6'], ['Kd1', 'Rg8'], ['Rd2', 'Kf5'], ['Ke1', 'h5'], ['Kf2', 'h4\n'], ['Rd5+', 'Ke4'], ['Rh5', '']]",1-0
US op,Palo Alto,1981.??.??,8,"Christiansen, Larry Mark","Gurevich, Dmitry",,,A40,"[['c4', 'c5'], ['Nf3', 'g6'], ['d4', 'Bg7'], ['e4', 'Qa5+'], ['Bd2', 'Qb6'], ['Bc3', 'cxd4'], ['Nxd4', 'Nf6'], ['Nd2', 'd6\n'], ['Be2', 'O-O'], ['O-O', 'Nbd7'], ['b4', 'Nh5'], ['N2b3', 'Nf4'], ['Re1', 'Nxe2+'], ['Qxe2', 'Ne5'], ['h3', 'Qc7\n'], ['c5', 'dxc5'], ['bxc5', 'Nc6'], ['Nb5', 'Qf4'], ['Bxg7', 'Kxg7'], ['Nc3', 'Qg5'], ['Nd5', 'Be6'], ['f4', 'Qh4\n'], ['Rad1', 'Rad8'], ['Rf1', 'f5'], ['Nc7', 'Qf6'], ['exf5', 'Bxf5'], ['Kh2', 'Bc8'], ['Rde1', 'a6'], ['Qf3', 'e5\n'], ['fxe5', 'Qxe5+'], ['Rxe5', 'Rxf3'], ['Re7+', 'Nxe7'], ['Rxf3', 'Nc6'], ['Re3', 'Kf7'], ['g4', 'h5'], ['Kg3', 'hxg4\n'], ['hxg4', 'Nd4'], ['Na5', 'Nb5'], ['Nxb5', 'axb5'], ['Nb3', 'g5'], ['Re4', 'Rd3+'], ['Kf2', 'Be6'], ['Rb4', 'Bc4\n'], ['Na5', 'Rd2+'], ['Ke3', 'Rxa2'], ['Nxc4', 'bxc4'], ['Rxb7+', 'Ke6'], ['Kd4', 'Ra4'], ['Rb6+', 'Kd7\n'], ['Kc3', 'Ra3+'], ['Kxc4', 'Rg3'], ['Rd6+', 'Kc7'], ['Rd4', 'Kc6'], ['Re4', 'Rg1'], ['Kd4', 'Rd1+'], ['Ke5', 'Rf1\n'], ['Rd4', 'Rf8'], ['Rd6+', 'Kxc5'], ['Rg6', 'Re8+'], ['Kf6', 'Kd6'], ['Rxg5', 'Rf8+'], ['Kg7', 'Rf4'], ['Rg6+', 'Ke7\n'], ['g5', 'Rf5'], ['Kh6', '']]",1-0
US op,Palo Alto,1981.??.??,9,"Gurevich, Dmitry","Winslow, Elliott C",,,B87,"[['e4', 'c5'], ['Nf3', 'd6'], ['d4', 'cxd4'], ['Nxd4', 'Nf6'], ['Nc3', 'a6'], ['Bc4', 'e6'], ['Bb3', 'b5'], ['O-O', 'Be7\n'], ['Be3', 'Bb7'], ['Bxe6', 'fxe6'], ['Nxe6', 'Qc8'], ['Nxg7+', 'Kf7'], ['Nf5', 'Qe6'], ['Bd4', 'Nbd7'], ['Re1', 'Bf8\n'], ['Qf3', 'Rg8'], ['Rad1', 'Re8'], ['Re3', 'Rg5'], ['h4', 'Rg4'], ['Bxf6', 'Nxf6'], ['Nd5', 'Bxd5'], ['exd5', 'Qc8\n'], ['Rde1', 'Rxe3'], ['fxe3', 'Qxc2'], ['Rf1', 'Qe4'], ['Nh6+', 'Bxh6'], ['Qxf6+', 'Ke8'], ['Qh8+', 'Ke7\n'], ['Qf6+', 'Ke8'], ['Qh8+', '']]",1/2-1/2
US op,Palo Alto,1981.??.??,10,"Davis, Loal","Gurevich, Dmitry",,,A57,"[['d4', 'Nf6'], ['c4', 'c5'], ['d5', 'b5'], ['f3', 'bxc4'], ['e4', 'd6'], ['Nc3', 'g6'], ['Bxc4', 'Bg7'], ['f4', 'O-O'], ['Nf3', 'Ba6\n'], ['Bxa6', 'Nxa6'], ['Qe2', 'Qa5'], ['O-O', 'Nc7'], ['Rd1', 'Rfd8'], ['Bd2', 'Qa6'], ['Qe1', 'Rab8'], ['Rab1', 'Nb5\n'], ['Nxb5', 'Rxb5'], ['Bc3', 'Rb7'], ['a3', 'Qa4'], ['Nd2', 'Rdb8'], ['Ra1', 'Ng4'], ['b3', 'Bd4+'], ['Kh1', 'Qa6\n'], ['Bxd4', 'cxd4'], ['b4', 'Rc8'], ['Nf3', 'Ne3'], ['Rdc1', 'Rbc7'], ['Nxd4', 'Rxc1'], ['Rxc1', 'Rxc1\n'], ['Qxc1', 'Qd3'], ['Nc6', 'Qxe4'], ['Qg1', 'Qxf4'], ['h3', 'h5'], ['Nxa7', 'Nf1'], ['g3', 'Nxg3+'], ['Kg2', 'Ne2\n'], ['Qe1', 'Qe3'], ['Qf2', 'Nf4+'], ['Kf1', 'Qc1+'], ['Qe1', 'Qc4+']]",0-1
US op,Palo Alto,1981.??.??,11,"Gurevich, Dmitry","Dost, Richard",,,C02,"[['d4', 'e6'], ['e4', 'd5'], ['e5', 'c5'], ['c3', 'Nc6'], ['Nf3', 'Qb6'], ['Be2', 'Nge7'], ['Kf1', 'Bd7'], ['Na3', 'cxd4\n'], ['cxd4', 'Nf5'], ['Nc2', 'h5'], ['h4', 'Rc8'], ['g3', 'Nb4'], ['Nxb4', 'Qxb4'], ['Kg2', 'Bb5'], ['Bg5', 'Be7\n'], ['Bxe7', 'Kxe7'], ['Bxb5', 'Qxb5'], ['Qd2', 'Rc7'], ['Qg5+', 'Kd7'], ['Rab1', 'Rc2'], ['Rhe1', 'Rxb2\n'], ['a4', 'Qb4'], ['Rxb2', 'Qxb2'], ['Rc1', 'Qb4'], ['Rc5', 'Nxd4'], ['Qc1', 'Rd8'], ['Nxd4', 'Qxd4'], ['Rc7+', 'Ke8\n'], ['Qg5', 'Qe4+'], ['Kh2', 'Qb4'], ['Qxg7', 'Qf8'], ['Qf6', 'd4'], ['Rxb7', 'd3'], ['Qf3', 'Qg7'], ['Qc6+', 'Kf8\n'], ['Qc7', 'Re8'], ['Rb8', 'Rxb8'], ['Qxb8+', 'Ke7'], ['Qxa7+', 'Kd8'], ['Qd4+', 'Kc7'], ['Qc4+', 'Kb6\n'], ['Qxd3', 'Qxe5'], ['Qe3+', 'Qxe3'], ['fxe3', 'f5'], ['Kg2', 'Ka5'], ['Kf3', 'Kxa4'], ['Kf4', 'Kb3'], ['Ke5', '']]",1-0
US op,Palo Alto,1981.??.??,12,"Gurevich, Dmitry","Gheorghiu, Florin",,,A68,"[['d4', 'Nf6'], ['c4', 'c5'], ['d5', 'd6'], ['Nc3', 'g6'], ['e4', 'Bg7'], ['f4', 'O-O'], ['Nf3', 'a6'], ['a4', 'e6'], ['Be2', 'exd5\n'], ['cxd5', 'Bg4'], ['h3', 'Bxf3'], ['Bxf3', 'Nbd7'], ['g4', 'h6'], ['h4', 'Nh7'], ['Kf2', 'c4'], ['Be3', 'Rc8\n'], ['Bd4', 'Nc5'], ['Bxg7', 'Nd3+'], ['Kg3', 'Kxg7'], ['Qd2', 'g5'], ['Ne2', 'Qf6'], ['hxg5', 'hxg5'], ['Rh5', 'gxf4+\n'], ['Nxf4', 'Qxf4+'], ['Qxf4', 'Nxf4'], ['Kxf4', 'f6'], ['Rah1', 'Ng5'], ['e5', 'dxe5+'], ['Kf5', 'c3'], ['Rh6', 'c2\n'], ['d6', 'c1=Q'], ['Rg6+', 'Kf7'], ['Rxc1', 'Nxf3'], ['Rxf6+', 'Kg7'], ['Rxf8', 'Rxf8+'], ['Ke6', 'e4\n'], ['Rc7+', 'Kg6'], ['Re7', 'Ng5+'], ['Kd5', 'Rf2'], ['Rxb7', 'Rd2+'], ['Kc6', 'Kf6'], ['Re7', 'Rxb2'], ['Re8', 'Rc2+\n'], ['Kb6', 'Ne6'], ['g5+', 'Kf5'], ['g6', 'Rd2'], ['Kc6', 'Rc2+'], ['Kd7', 'Nc5+'], ['Ke7', 'Kxg6'], ['Rc8', 'e3\n'], ['d7', '']]",0-1
Beersheba,Beersheba,1982.??.??,1,"Gurevich, Dmitry","Murrey, Jacob",,,E42,"[['d4', 'Nf6'], ['c4', 'e6'], ['Nc3', 'Bb4'], ['e3', 'c5'], ['Ne2', 'b6'], ['a3', 'Ba5'], ['Bd2', 'O-O'], ['d5', 'exd5\n'], ['Nxd5', 'Nxd5'], ['cxd5', 'Bxd2+'], ['Qxd2', 'Ba6'], ['d6', 'Nc6'], ['Qc3', 'Bxe2'], ['Bxe2', 'Qg5'], ['Bf3', 'Rae8\n'], ['O-O', 'Ne5'], ['Bb7', 'Qf6'], ['Rfd1', 'Re6'], ['h3', 'Rb8'], ['Ba6', 'Rbe8'], ['Qd2', 'Nf3+'], ['gxf3', 'Qxf3\n'], ['Kh2', 'Rh6'], ['Bf1', 'Re5']]",0-1
Beersheba,Beersheba,1982.??.??,2,"Shvidler, Eliahu","Gurevich, Dmitry",,,D73,"[['Nf3', 'c5'], ['g3', 'd5'], ['Bg2', 'Nf6'], ['O-O', 'g6'], ['d4', 'cxd4'], ['Nxd4', 'Bg7'], ['c4', 'dxc4'], ['Nb5', 'Nfd7\n'], ['Bf4', 'O-O'], ['N1c3', 'a6'], ['Na3', 'Ra7'], ['Be3', 'b6'], ['Nxc4', 'Bb7'], ['Nd5', 'e6'], ['Ndxb6', 'Bxg2\n'], ['Kxg2', 'Rb7'], ['Nxd7', 'Nxd7'], ['Bd4', 'Nf6'], ['Bxf6', 'Qxf6'], ['Rc1', 'Rb5'], ['e3', 'h5'], ['h4', 'g5\n'], ['hxg5', 'Rxg5'], ['Rh1', 'Qg6'], ['Qc2', 'f5'], ['Nd2', 'e5'], ['Qc6', 'Qh7'], ['Qe6+', 'Kh8'], ['Rc8', 'f4\n'], ['Rxf8+', 'Bxf8'], ['Nf3', '']]",1-0
Beersheba,Beersheba,1982.??.??,3,"Gurevich, Dmitry","Burger, Karl",,,E46,"[['d4', 'Nf6'], ['c4', 'e6'], ['Nc3', 'Bb4'], ['e3', 'O-O'], ['Ne2', 'Ne4'], ['Qc2', 'f5'], ['a3', 'Bxc3+'], ['Nxc3', 'Nxc3\n'], ['Qxc3', 'b6'], ['Bd3', 'Bb7'], ['O-O', 'd6'], ['f3', 'a5'], ['b3', 'Nd7'], ['Bb2', 'Qg5'], ['Rae1', 'Rae8\n'], ['e4', 'fxe4'], ['Bxe4', 'Bxe4'], ['Rxe4', 'Nf6'], ['Re2', 'Nh5'], ['g3', 'Qg6'], ['Bc1', 'Nf4'], ['Re3', 'Nh3+\n'], ['Kg2', 'Ng5'], ['Rfe1', 'Rf6'], ['f4', 'Rxf4'], ['gxf4', 'Ne4+'], ['Rg3', 'Nxc3'], ['Rxg6', 'hxg6'], ['Bd2', '']]",1-0
