Berlin,Berlin,1862.??.??,?,"Holdheim, O.","Wolff, Patrick G",,,C26,"[['e4', 'e5'], ['Nc3', 'Bc5'], ['Bc4', 'Nf6'], ['f4', 'Bxg1'], ['Rxg1', 'exf4'], ['e5', 'Qe7'], ['Kf2', 'Qc5+'], ['d4', 'Qxc4\n'], ['exf6', 'g5'], ['Re1+', 'Kd8'], ['g3', 'fxg3+'], ['hxg3', 'Nc6'], ['Bxg5', 'Nxd4'], ['Re4', 'c5'], ['Be3', 'd5\n'], ['Bxd4', 'dxe4'], ['Bxc5+', 'Bd7'], ['Qd6', 'Qe6'], ['Qe7+', 'Qxe7'], ['fxe7+', 'Kc7'], ['Nxe4', 'b6\n'], ['Bd6+', 'Kb7'], ['Be5', 'Bc6'], ['Nd6+', 'Ka6'], ['Bxh8', 'Rxh8'], ['Re1', 'Be8'], ['Kf3', 'b5'], ['Kf4', 'Kb6\n'], ['Kf5', 'Kc6'], ['Nxe8', 'Rxe8'], ['Kf6', '']]",1-0
Wch U20,Kiljava,1984.??.??,?,"Wolff, Patrick G","Gunawan, Ruben",,,B99,"[['e4', 'c5'], ['Nf3', 'd6'], ['d4', 'cxd4'], ['Nxd4', 'Nf6'], ['Nc3', 'a6'], ['Bg5', 'e6'], ['f4', 'Be7'], ['Qf3', 'Qc7\n'], ['O-O-O', 'Nbd7'], ['g4', 'b5'], ['Bxf6', 'Nxf6'], ['g5', 'Nd7'], ['f5', 'Nc5'], ['f6', 'gxf6'], ['gxf6', 'Bf8\n'], ['Nf5', 'exf5'], ['Nd5', 'Qc6'], ['exf5', 'Nd7'], ['Bg2', 'Bb7'], ['Rhe1+', 'Kd8'], ['Qe3', 'Ne5'], ['Ne7', 'Qxg2\n'], ['Rxd6+', 'Ke8'], ['Qxe5', 'Bh6+'], ['Kb1', 'Kf8'], ['Red1', 'Re8'], ['Rd8', '']]",1-0
Wch U20,Kiljava,1984.??.??,?,"Wells, Peter K","Wolff, Patrick G",,,D85,"[['d4', 'Nf6'], ['c4', 'g6'], ['Nc3', 'd5'], ['cxd5', 'Nxd5'], ['Nf3', 'Bg7'], ['e4', 'Nxc3'], ['bxc3', 'c5'], ['Rb1', 'O-O\n'], ['Be2', 'Nc6'], ['d5', 'Ne5'], ['Nxe5', 'Bxe5'], ['Qd2', 'e6'], ['f4', 'Bh8'], ['c4', 'Re8'], ['e5', 'f6'], ['f5', 'fxe5\n'], ['fxg6', 'hxg6'], ['O-O', 'exd5'], ['cxd5', 'Qd6'], ['Rb3', 'Bg7'], ['Rg3', 'Bf5'], ['Rxf5', 'gxf5'], ['Qh6', 'Qxh6\n'], ['Bxh6', 'Re7'], ['d6', 'Rd7'], ['Bb5', 'Kf8'], ['Bxd7', 'Bxh6'], ['Bxf5', 'Rd8'], ['Rg6', 'Bg7'], ['h4', 'e4\n'], ['Kf2', 'c4'], ['Bxe4', 'Be5'], ['Bd5', 'Rxd6'], ['Rxd6', 'Bxd6'], ['Bxc4', 'Kg7'], ['Kf3', 'Kf6'], ['g4', 'Kg6\n'], ['Bd3+', 'Kh6'], ['Kg2', 'Bf4'], ['g5+', 'Kh5'], ['Kh3', 'Bxg5'], ['hxg5', 'Kxg5'], ['Kg3', 'Kf6'], ['Kf4', 'Ke6\n'], ['Ke4', 'Kd6'], ['Kd4', 'Kc6'], ['Be4+', 'Kb6'], ['Kc4', '']]",1-0
Wch U20,Kiljava,1984.??.??,?,"Anand, Viswanathan","Wolff, Patrick G",,,B09,"[['e4', 'd6'], ['d4', 'Nf6'], ['Nc3', 'g6'], ['f4', 'Bg7'], ['Nf3', 'O-O'], ['e5', 'Nfd7'], ['h4', 'c5'], ['e6', 'fxe6\n'], ['h5', 'gxh5'], ['Rxh5', 'Nf6'], ['Rh4', 'Nc6'], ['Be3', 'Qa5'], ['Bd3', 'cxd4'], ['Nxd4', 'Nxd4'], ['Bxd4', 'e5\n'], ['fxe5', 'dxe5'], ['Be3', 'e4'], ['Bc4+', 'Kh8'], ['Qd4', 'Bg4'], ['Bb3', 'Rac8'], ['Bd2', 'Qa6'], ['Qe3', 'Nd5']]",0-1
USA-ch,Estes Park,1985.??.??,1,"Dlugy, Maxim","Wolff, Patrick G",,,A59,"[['d4', 'Nf6'], ['c4', 'c5'], ['d5', 'b5'], ['cxb5', 'a6'], ['bxa6', 'Bxa6'], ['Nc3', 'd6'], ['Nf3', 'g6'], ['e4', 'Bxf1\n'], ['Kxf1', 'Bg7'], ['g3', 'O-O'], ['Kg2', 'Nbd7'], ['Re1', 'Ng4'], ['Re2', 'Qa5'], ['Bg5', 'Rfe8'], ['Rc1', 'h6\n'], ['Bf4', 'Reb8'], ['h3', 'Nge5'], ['Nxe5', 'Nxe5'], ['Bxe5', 'Bxe5'], ['Qd2', 'Qa6'], ['Nd1', 'Rb4'], ['b3', 'Rd4\n'], ['Qc2', 'Rd3'], ['Rb1', 'Bd4'], ['a4', 'Rb8'], ['Rd2', 'Rxd2'], ['Qxd2', 'Rb4']]",1/2-1/2
USA-ch,Estes Park,1985.??.??,2,"Wolff, Patrick G","Kogan, Boris",,,C42,"[['e4', 'e5'], ['Nf3', 'Nf6'], ['Nxe5', 'd6'], ['Nf3', 'Nxe4'], ['d4', 'd5'], ['Ne5', 'Bd6'], ['Nd2', 'O-O'], ['Nxe4', 'dxe4\n'], ['Nc4', 'Nc6'], ['Nxd6', 'cxd6'], ['Be3', 'd5'], ['Qd2', 'a5'], ['O-O-O', 'b5'], ['f3', 'exf3'], ['Kb1', 'Bf5\n'], ['Bd3', 'Qd7'], ['Bxf5', 'Qxf5'], ['Rhf1', 'Rac8'], ['Rxf3', 'Qe4'], ['a3', 'b4'], ['Bh6', 'f6'], ['Re3', 'Qf5\n'], ['Rf3', 'Qd7'], ['Rg3', 'Rf7'], ['Bf4', 'Re7'], ['Re3', 'Rxe3'], ['Bxe3', 'bxa3'], ['bxa3', 'a4'], ['Ka2', 'Na7\n'], ['Qd3', 'Nb5'], ['Bd2', 'Rc4'], ['Bb4', 'Rxd4'], ['Qf3', 'Qc6'], ['Kb2', 'Rxd1'], ['Qxd1', 'd4'], ['Qe2', 'h6\n'], ['g3', 'Nc7'], ['Qg4', 'Ne6'], ['Qf5', 'Ng5'], ['Qa5', 'Nf3'], ['h4', 'Kh7'], ['Qf5+', 'Kg8'], ['Qa5', 'h5\n'], ['Qxh5', 'Ne5'], ['Qf5', 'Kf7'], ['Qh5+', 'Ke6'], ['Qe2', 'Kf5'], ['Qh5+', 'Ke6'], ['Qe2', 'Qd7'], ['Qe4', 'Kf7\n'], ['h5', 'd3'], ['cxd3', 'Nxd3+'], ['Kc3', 'Ne5'], ['Bc5', 'Qd1'], ['Qb7+', 'Ke6'], ['Qc8+', 'Nd7'], ['Qe8+', 'Kf5\n'], ['Qg6+', 'Ke5'], ['Qe8+', 'Kf5'], ['Qg6+', '']]",1/2-1/2
USA-ch,Estes Park,1985.??.??,3,"Gurevich, Dmitry","Wolff, Patrick G",,,A58,"[['d4', 'Nf6'], ['c4', 'c5'], ['d5', 'b5'], ['cxb5', 'a6'], ['bxa6', 'g6'], ['Nc3', 'Bxa6'], ['Nf3', 'd6'], ['g3', 'Bg7\n'], ['Bg2', 'Nbd7'], ['O-O', 'Nb6'], ['Ne1', 'O-O'], ['Nc2', 'Nfd7'], ['Ne3', 'Ne5'], ['Qc2', 'Nbc4'], ['b3', 'Nxe3\n'], ['Bxe3', 'Qa5'], ['Bd2', 'Rfb8'], ['a3', 'Bc8'], ['Ra2', 'Bf5'], ['e4', 'Bh3'], ['Nb1', 'Bxg2'], ['Bxa5', 'Bxf1\n'], ['Kxf1', 'Rxa5'], ['Nd2', 'Rba8'], ['a4', 'Rb8'], ['f4', 'Nd7'], ['Nc4', 'Ra6'], ['Qd3', 'Ra7'], ['a5', 'Rb4\n'], ['Ra4', 'Rxa4'], ['bxa4', 'Bd4'], ['Qb3', 'Kg7'], ['Qb5', '']]",1-0
USA-ch,Estes Park,1985.??.??,4,"Wolff, Patrick G","Christiansen, Larry Mark",,,C85,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Bb5', 'a6'], ['Ba4', 'Nf6'], ['O-O', 'Be7'], ['Bxc6', 'dxc6'], ['Qe2', 'Bg4'], ['h3', 'Bxf3\n'], ['Qxf3', 'O-O'], ['d3', 'Nd7'], ['Nc3', 'Nc5'], ['Qg3', 'Bd6'], ['f4', 'exf4'], ['Bxf4', 'Ne6'], ['Bxd6', 'cxd6\n'], ['Qe3', 'b5'], ['a3', 'Qd7'], ['Kh1', 'Rfe8'], ['Rad1', 'd5'], ['d4', 'dxe4'], ['Qxe4', 'Nc7'], ['Qf3', 'Rad8\n'], ['Ne4', 'Re7'], ['Ng3', 'g6'], ['Ne4', 'Nd5'], ['Rde1', 'Rde8'], ['Nf6+', 'Nxf6'], ['Rxe7', 'Rxe7'], ['Qxf6', 'Re2\n'], ['Rf2', 'Re1+'], ['Kh2', 'Qc7+'], ['g3', 'Qd7'], ['c3', 'Qd5'], ['Rf1', 'Re3'], ['Rf2', 'h5'], ['h4', 'a5\n'], ['Qf4', 'Re1'], ['Rf1', 'Re7'], ['Rf2', 'a4'], ['Qf6', 'Re1'], ['Rf1', 'Rxf1'], ['Qxf1', 'Qe4'], ['Qf2', 'Kg7\n'], ['Qd2', 'f6'], ['Kg1', 'Qf3'], ['Kh2', 'Kf7'], ['Qh6', 'Qf2+'], ['Kh3', 'Qf5+'], ['Kh2', 'Ke6'], ['Qf8', 'Qc2+\n'], ['Kh3', 'Qe4'], ['Kh2', 'Kf5'], ['Qd6', 'Kg4']]",0-1
USA-ch,Estes Park,1985.??.??,5,"Kudrin, Sergey","Wolff, Patrick G",,,C42,"[['e4', 'e5'], ['Nf3', 'Nf6'], ['Nxe5', 'd6'], ['Nf3', 'Nxe4'], ['d4', 'd5'], ['Bd3', 'Be7'], ['O-O', 'Nc6'], ['c4', 'Nf6\n'], ['Nc3', 'O-O'], ['cxd5', 'Nxd5'], ['Re1', 'Be6'], ['a3', 'Bf6'], ['Be4', 'Nde7'], ['Bg5', 'Bxg5'], ['Nxg5', 'Bf5\n'], ['d5', 'Bxe4'], ['Rxe4', 'Nb8'], ['Qh5', 'h6'], ['Rae1', 'Nxd5'], ['Nxf7', 'Nf6'], ['Nxh6+', 'Kh7'], ['Qh3', '']]",1-0
USA-ch,Estes Park,1985.??.??,6,"Wolff, Patrick G","Alburt, Lev O",,,B05,"[['e4', 'Nf6'], ['e5', 'Nd5'], ['d4', 'd6'], ['Nf3', 'Bg4'], ['Be2', 'e6'], ['c4', 'Nb6'], ['O-O', 'Be7'], ['Nc3', 'O-O\n'], ['h3', 'Bh5'], ['Be3', 'd5'], ['c5', 'Bxf3'], ['gxf3', 'Nc8'], ['b4', 'Bh4'], ['f4', 'Nc6'], ['Rb1', 'Kh8\n'], ['Bd3', 'g6'], ['Qg4', 'Rg8'], ['Kh2', 'h5'], ['Qf3', 'N8e7'], ['a3', 'Rg7'], ['Rg1', 'b6'], ['Bc2', 'Rb8\n'], ['Rgd1', 'Rh7'], ['Rbc1', 'Ng8'], ['cxb6', 'axb6'], ['Nb5', 'Qd7'], ['Nxc7', 'Qxc7'], ['b5', 'Nd8'], ['Bxg6', 'fxg6\n'], ['Rxc7', 'Rxc7'], ['f5', 'gxf5'], ['Qxh5+', 'Rh7'], ['Qe8', 'Re7'], ['Qh5+', 'Rh7'], ['Qe8', 'Re7']]",1/2-1/2
USA-ch,Estes Park,1985.??.??,7,"Wolff, Patrick G","Shirazi, Kamran G",,,B29,"[['e4', 'c5'], ['Nf3', 'Nf6'], ['e5', 'Nd5'], ['Nc3', 'Nb4'], ['Bc4', 'd5'], ['exd6', 'e6'], ['Bb5+', 'N4c6'], ['d4', 'cxd4\n'], ['Nxd4', 'Bxd6'], ['O-O', 'O-O'], ['Nf3', 'a6'], ['Bd3', 'h6'], ['Ne4', 'Bc7'], ['Be3', 'Nd7'], ['Be2', 'Qe7\n'], ['c4', 'f5'], ['Nc3', 'Nf6'], ['a3', 'Ng4'], ['Bc1', 'Rd8'], ['Bd2', 'Nxh2'], ['Nxh2', 'Bxh2+'], ['Kxh2', 'Qd6+\n'], ['f4', 'Qxd2'], ['Qxd2', 'Rxd2'], ['Rfd1', 'Rd7'], ['Na4', 'e5'], ['Nb6', 'Rxd1'], ['Rxd1', 'Rb8'], ['fxe5', 'Be6\n'], ['Rd6', 'Re8'], ['Bf3', 'Nxe5'], ['Bxb7', 'Kh7'], ['c5', 'Bb3'], ['Bf3', 'Nxf3+'], ['gxf3', 'Re2+'], ['Kg1', 'Rxb2\n'], ['c6', 'Rc2'], ['Na8', 'a5'], ['c7', 'f4']]",0-1
USA-ch,Estes Park,1985.??.??,8,"Browne, Walter S","Wolff, Patrick G",,,A57,"[['d4', 'Nf6'], ['c4', 'c5'], ['d5', 'b5'], ['Nf3', 'bxc4'], ['Nc3', 'g6'], ['e4', 'd6'], ['e5', 'dxe5'], ['Nxe5', 'Bg7\n'], ['Bxc4', 'O-O'], ['O-O', 'Bb7'], ['Re1', 'Ne8'], ['Bf4', 'Nd6'], ['Bb3', 'Nf5'], ['Nxf7', 'Rxf7'], ['d6', 'e6\n'], ['Bxe6', 'Bc6'], ['Ne4', 'Nd4'], ['Bxf7+', 'Kxf7'], ['Nxc5', 'Kg8'], ['Rc1', 'Bd5'], ['Nb3', 'Bxb3'], ['axb3', 'Nd7\n'], ['Re7', 'Bf6'], ['Be3', 'Nf5'], ['Qd5+', '']]",1-0
USA-ch,Estes Park,1985.??.??,9,"Wolff, Patrick G","Fedorowicz, John P",,,B21,"[['e4', 'c5'], ['d4', 'cxd4'], ['c3', 'd3'], ['Bxd3', 'Nc6'], ['c4', 'Nf6'], ['Nc3', 'd6'], ['Nd5', 'Nd7'], ['Bg5', 'h6\n'], ['Be3', 'e6'], ['Nc3', 'Be7'], ['f4', 'Bh4+'], ['g3', 'Be7'], ['Nf3', 'a6'], ['O-O', 'b6'], ['e5', 'dxe5'], ['Be4', 'Bb7\n'], ['Nxe5', 'Ndxe5'], ['fxe5', 'Bc5'], ['Bxc5', 'bxc5'], ['Na4', 'Na5'], ['Nxc5', 'Qxd1'], ['Raxd1', 'Bxe4\n'], ['Nxe4', 'Nxc4'], ['Rc1', 'Nxe5'], ['Nd6+', 'Ke7'], ['Nxf7', 'Nxf7'], ['Rc7+', 'Kd6'], ['Rcxf7', 'g5\n'], ['Rd1+', 'Ke5'], ['Re1+', 'Kd6'], ['Rd1+', 'Ke5'], ['Re1+', 'Kd6'], ['Rd1+', '']]",1/2-1/2
USA-ch,Estes Park,1985.??.??,10,"De Firmian, Nick E","Wolff, Patrick G",,,B09,"[['e4', 'd6'], ['d4', 'Nf6'], ['Nc3', 'g6'], ['f4', 'Bg7'], ['Bd3', 'O-O'], ['Nf3', 'Na6'], ['O-O', 'c5'], ['d5', 'Rb8\n'], ['Qe1', 'Nb4'], ['Qh4', 'b5'], ['a3', 'Nxd3'], ['cxd3', 'Bg4'], ['f5', 'b4'], ['axb4', 'cxb4'], ['Ne2', 'Qb6+\n'], ['Kh1', 'Rbc8'], ['Nf4', 'Bxf3'], ['Rxf3', 'Qa6'], ['Be3', 'Qxa1+'], ['Bg1', 'Rc1'], ['Nh3', 'Rf1'], ['fxg6', 'hxg6']]",0-1
USA-ch,Estes Park,1985.??.??,11,"Wolff, Patrick G","McCambridge, Vincent",,,C05,"[['e4', 'e6'], ['d4', 'd5'], ['Nd2', 'Nf6'], ['e5', 'Nfd7'], ['c3', 'c5'], ['f4', 'Nc6'], ['Ndf3', 'Qb6'], ['g3', 'f6'], ['Bd3', 'cxd4\n'], ['cxd4', 'fxe5'], ['fxe5', 'Bb4+'], ['Kf1', 'O-O'], ['Kg2', 'g6'], ['Bb1', 'Be7'], ['h4', 'Nxd4'], ['Qxd4', 'Qxd4\n'], ['Nxd4', 'Nxe5'], ['Ngf3', 'Ng4'], ['Bf4', 'Bf6'], ['Re1', 'Bd7'], ['Bc2', 'Rae8'], ['Be5', 'Rf7'], ['Rad1', 'Ref8\n'], ['Rd2', 'Be7'], ['a3', 'Bc6'], ['Bf4', 'Nf6']]",1-0
USA-ch,Estes Park,1985.??.??,12,"Benjamin, Joel","Wolff, Patrick G",,,A48,"[['d4', 'Nf6'], ['Nf3', 'g6'], ['Bf4', 'Bg7'], ['e3', 'O-O'], ['Be2', 'd6'], ['h3', 'Nbd7'], ['c4', 'Ne4'], ['Qc2', 'f5\n'], ['O-O', 'e5'], ['Bh2', 'b6'], ['c5', 'bxc5'], ['dxe5', 'dxe5'], ['Na3', 'Qe7'], ['Nc4', 'Kh8'], ['Rfd1', 'Rb8\n'], ['Rac1', 'Bb7'], ['Qa4', 'Nd6'], ['Qa5', 'Rfc8'], ['b3', 'Bc6'], ['Nfd2', 'Nxc4'], ['Bxc4', 'Qg5'], ['Bf1', 'f4\n'], ['Qa6', 'Qf6'], ['exf4', 'exf4'], ['Bxf4', 'Qxf4'], ['Qxc6', 'Bd4'], ['Qf3', 'Qh4'], ['g3', 'Qe7'], ['Qe2', 'Qf7\n'], ['Bg2', 'Re8'], ['Qf3', 'Qe6'], ['Rf1', 'Qe2'], ['Qxe2', 'Rxe2'], ['Nf3', 'Ne5'], ['Nxd4', 'cxd4'], ['Rxc7', 'Rd8\n'], ['f4', 'Nd3'], ['Bf3', 'Rxa2'], ['Rd1', 'Nf2'], ['Re1', 'Nxh3+'], ['Kh1', 'Nf2+'], ['Kg1', '']]",1/2-1/2
USA-ch,Estes Park,1985.??.??,13,"Wolff, Patrick G","Kavalek, Lubomir",,,C85,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Bb5', 'a6'], ['Ba4', 'Nf6'], ['O-O', 'Be7'], ['Bxc6', 'dxc6'], ['Nc3', 'Bg4'], ['h3', 'Bh5\n'], ['Qe2', 'Qc8'], ['Qe3', 'Nd7'], ['g4', 'Bg6'], ['d4', 'f6'], ['Ne2', 'h5'], ['Nh4', 'Nf8'], ['Nf5', 'hxg4\n'], ['hxg4', 'exd4'], ['Nexd4', 'Bc5'], ['Qc3', 'Bxd4'], ['Qxd4', 'Ne6'], ['Qc4', 'Bf7'], ['Qd3', 'g6'], ['Nh6', 'Nc5\n'], ['Qf3', 'Qe6'], ['Rd1', 'Nd7'], ['Nxf7', 'Kxf7'], ['Qb3', 'Ne5'], ['Bf4', 'Qxb3'], ['axb3', 'Ke6'], ['g5', 'Rh4\n'], ['Bg3', 'Rxe4'], ['Kg2', 'f5'], ['Re1', 'Rd8'], ['Rad1', 'Rxd1'], ['Rxd1', 'f4'], ['Bh2', 'Kf5'], ['Rd8', 'Kg4\n'], ['Re8', 'Re1'], ['f3+', 'Nxf3']]",0-1
Lloyds Bank op,London,1985.??.??,?,"Wolff, Patrick G","Wall, Tim",,,B00,"[['e4', 'g5'], ['d4', 'h6'], ['Nc3', 'Bg7'], ['h4', 'gxh4'], ['Nf3', 'd6'], ['Nxh4', 'Nc6'], ['d5', 'Ne5'], ['Be2', 'Nf6\n'], ['Bf4', 'Neg4'], ['Nf5', 'Bxf5'], ['exf5', 'h5'], ['Bb5+', 'Nd7'], ['Rxh5', 'Rxh5'], ['Qxg4', 'Rh7'], ['f6', 'exf6\n'], ['Kd2', 'f5'], ['Qxf5', 'Rh4'], ['g3', 'Rh2'], ['Re1+', 'Kf8'], ['Bxd7', 'Rxf2+'], ['Kd1', '']]",1-0
Lloyds Bank op,London,1985.??.??,?,"Mestel, A Jonathan","Wolff, Patrick G",,,C42,"[['e4', 'e5'], ['Nf3', 'Nf6'], ['Nxe5', 'd6'], ['Nf3', 'Nxe4'], ['d4', 'd5'], ['Bd3', 'Nc6'], ['O-O', 'Be7'], ['Re1', 'Bg4\n'], ['c3', 'f5'], ['Nbd2', 'Qd6'], ['Qb3', 'O-O-O'], ['Bb5', 'Bf6'], ['Qa4', 'Nxd2'], ['Nxd2', 'Rhe8'], ['Rf1', 'Be2\n'], ['Bxe2', 'Rxe2'], ['b4', 'Nxd4'], ['cxd4', 'Bxd4'], ['Rb1', 'Bxf2+'], ['Kh1', 'Bb6'], ['Qb5', 'Rde8\n'], ['Nb3', 'Qg6'], ['Qxd5', 'R8e4'], ['Qg8+', 'Kd7'], ['Bg5', 'Qxg5'], ['Rbd1+', 'Bd4'], ['Rg1', 'Qf6'], ['Qc4', 'Kc8\n'], ['Nxd4', 'R2e3'], ['Qc5', 'b6'], ['Qd5', '']]",1-0
Lloyds Bank op,London,1985.??.??,?,"Wolff, Patrick G","Watson, William N",,,B76,"[['e4', 'c5'], ['Nf3', 'd6'], ['d4', 'cxd4'], ['Nxd4', 'Nf6'], ['Nc3', 'g6'], ['Be3', 'Bg7'], ['f3', 'O-O'], ['Qd2', 'Nc6\n'], ['g4', 'Be6'], ['O-O-O', 'Nxd4'], ['Bxd4', 'Qa5'], ['a3', 'Rfc8'], ['h4', 'Rab8'], ['Kb1', 'Bc4'], ['h5', 'Bxf1\n'], ['h6', 'e5'], ['Be3', 'Rxc3'], ['Rhxf1', 'Rbc8'], ['bxc3', 'Bf8'], ['c4', 'Qa6'], ['c5', 'd5'], ['Qd3', 'Qa5\n'], ['g5', 'Nd7'], ['Qxd5', 'Nxc5'], ['Qxe5', 'Rc6'], ['Bd4', 'Rb6+'], ['Ka2', 'Qxa3+'], ['Kxa3', 'Nd3+\n'], ['Ka2', 'Ra6+'], ['Kb1', 'Nxe5'], ['Bxe5', 'Rb6+'], ['Kc1', 'Ba3+'], ['Kd2', 'Kf8'], ['Ke2', 'Ke7'], ['Rd3', 'Bc5']]",1-0
New York op,New York,1985.??.??,1,"Wolff, Patrick G","Ilijic, Milan",,,B07,"[['e4', 'd6'], ['d4', 'Nf6'], ['Nc3', 'g6'], ['Bf4', 'Bg7'], ['Qd2', 'h6'], ['f3', 'c6'], ['g4', 'Qa5'], ['Bc4', 'Nbd7\n'], ['O-O-O', 'b5'], ['Bb3', 'b4'], ['Nce2', 'Ba6'], ['Kb1', 'h5'], ['g5', 'Nh7'], ['Be3', 'O-O'], ['f4', 'e6\n'], ['a3', 'Rab8'], ['axb4', 'Rxb4'], ['f5', 'Re8'], ['fxg6', 'fxg6'], ['Nc1', 'Qb5'], ['Na2', 'Rxb3'], ['cxb3', 'Qxb3\n'], ['Ne2', 'Rb8'], ['Nec1', 'Qb7'], ['Qc2', 'Nb6'], ['b4', 'Nc4'], ['Qb3', 'c5'], ['dxc5', 'Qxe4+']]",0-1
New York op,New York,1985.??.??,2,"Parsons, David","Wolff, Patrick G",,,B07,"[['e4', 'd6'], ['d4', 'Nf6'], ['Nc3', 'g6'], ['Bg5', 'Bg7'], ['Qd2', 'h6'], ['Bf4', 'g5'], ['Bg3', 'Nh5'], ['Bc4', 'Nc6\n'], ['Nge2', 'Nxg3'], ['hxg3', 'a6'], ['f4', 'e6'], ['a3', 'b5'], ['Ba2', 'O-O'], ['O-O-O', 'Bd7'], ['Rh5', 'gxf4\n'], ['gxf4', 'Qf6'], ['g4', 'b4'], ['axb4', 'Nxb4'], ['Rg1', 'Nxa2+'], ['Nxa2', 'Qg6'], ['f5', 'exf5'], ['exf5', 'Qh7\n'], ['f6', 'Bxf6'], ['Rxh6', 'Qg7'], ['g5', 'Be7'], ['g6', 'f5'], ['Rh7', 'Qf6'], ['Qh6', 'Bc6'], ['g7', 'Qxh6+\n'], ['Rxh6', 'Rfe8'], ['Nf4', 'Bf3']]",1/2-1/2
New York op,New York,1985.??.??,4,"Ivanov, Igor V","Wolff, Patrick G",,,A57,"[['d4', 'Nf6'], ['c4', 'c5'], ['d5', 'b5'], ['cxb5', 'a6'], ['e3', 'Bb7'], ['Nc3', 'Qa5'], ['Bd2', 'axb5'], ['Bxb5', 'Qb6\n'], ['Qb3', 'e6'], ['e4', 'Nxe4'], ['Nxe4', 'Bxd5'], ['Qd3', 'f5'], ['Ng3', 'Bxg2'], ['a4', 'Be7'], ['Nf3', 'Bxh1\n'], ['Nxh1', 'O-O'], ['Ng3', 'd5'], ['Kf1', 'Qd6'], ['Re1', 'Na6'], ['Ne2', 'Bf6'], ['Bf4', 'e5'], ['Bxa6', 'exf4\n'], ['Bc4', 'Rxa4'], ['b3', 'Rb4'], ['Bxd5+', 'Kh8'], ['Rd1', 'Qd7'], ['Bc4', 'Qxd3'], ['Rxd3', 'g5'], ['Rd5', 'g4\n'], ['Ne1', 'f3'], ['Ng3', 'Bc3'], ['Nxf5', 'Ra8'], ['Rd3', 'Be5'], ['Nh6', 'Bxh2'], ['Nxg4', 'Bf4'], ['Rd7', 'Rb6\n'], ['Rf7', 'Bg5'], ['Nxf3', '']]",1-0
Pugi mem,Toronto,1985.??.??,1,"Wolff, Patrick G","Findlay, Ian T",,,B76,"[['e4', 'c5'], ['Nf3', 'd6'], ['d4', 'cxd4'], ['Nxd4', 'Nf6'], ['Nc3', 'g6'], ['Be3', 'Bg7'], ['f3', 'O-O'], ['Qd2', 'Nc6\n'], ['g4', 'Be6'], ['O-O-O', 'Ne5'], ['Kb1', 'Bc4'], ['Bh6', 'Qa5'], ['Bxg7', 'Kxg7'], ['Qg5', 'Kh8'], ['h4', 'Bxf1\n'], ['Rdxf1', 'Nc4'], ['Nb3', 'Qe5'], ['Qxe5', 'Nxe5'], ['Rhg1', '']]",1/2-1/2
Pugi mem,Toronto,1985.??.??,2,"Nickoloff, Bryon","Wolff, Patrick G",,,A57,"[['d4', 'Nf6'], ['c4', 'c5'], ['d5', 'b5'], ['cxb5', 'a6'], ['e3', 'axb5'], ['Bxb5', 'Qa5+'], ['Nc3', 'Bb7'], ['Bd2', 'Qb6\n'], ['Qb3', 'e6'], ['e4', 'Nxe4'], ['Nxe4', 'Bxd5'], ['Qd3', 'Qb7'], ['f3', 'c4'], ['Bxc4', 'Bxc4'], ['Qxc4', 'd5\n'], ['Qc2', 'dxe4'], ['Bc3', 'Bb4'], ['Ne2', 'exf3'], ['gxf3', 'Bxc3+'], ['Qxc3', 'O-O'], ['Rg1', 'g6'], ['Rg3', 'Nc6\n'], ['Rg4', 'Rfc8'], ['Ng3', 'Rab8'], ['Ne4', 'Qxb2'], ['Nf6+', 'Kg7'], ['Nh5+', 'Kf8'], ['Qxb2', 'Rxb2\n'], ['Ng3', 'Ne5']]",0-1
